Id	Description	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange
2116		17487000	10000	108100	30000	30000	10	150	115	115					30000		30000		30000			
2117		17455200	10000	109100	31000	31000	10	150	115	115					31000		31000		31000			
2118		17424000	10000	110200	32000	32000	10	150	115	115					32000		32000		32000			
2119		17393600	10000	111100	33000	33000	10	150	115	115					33000		33000		33000			
2120		17363800	10000	112100	34000	34000	10	150	115	115					34000		34000		34000			
2121		17334700	10000	113000	35000	35000	10	150	115	115					35000		35000		35000			
2122		17306000	10000	114100	36000	36000	10	150	115	115					36000		36000		36000			
2123		17278100	10000	115100	37000	37000	10	150	115	115					37000		37000		37000			
2124		17250700	10000	116000	38000	38000	10	150	115	115					38000		38000		38000			
2125		17223800	10000	117000	39000	39000	10	150	115	115					39000		39000		39000			
2126		17197500	10000	118000	40000	40000	10	150	115	115					40000		40000		40000			
2127		17171700	10000	119000	41000	41000	10	150	115	115					41000		41000		41000			
2128		17146400	10000	120000	42000	42000	10	150	115	115					42000		42000		42000			
2129		17121600	10000	120900	43000	43000	10	150	115	115					43000		43000		43000			
2130		17097300	10000	122000	44000	44000	10	150	115	115					44000		44000		44000			
2131		17073500	10000	122900	45000	45000	10	150	115	115					45000		45000		45000			
2132		17050000	10000	123900	46000	46000	10	150	115	115					46000		46000		46000			
2133		16991200	10000	124700	47000	47000	10	150	115	115					47000		47000		47000			
2134		16933400	10000	125400	48000	48000	10	150	115	115					48000		48000		48000			
2135		16991200	10000	126900	49000	49000	10	150	115	115					49000		49000		49000			
2136		17048000	10000	128500	50000	50000	10	150	115	115					50000		50000		50000			
2137		16991200	10000	129300	51000	51000	10	150	115	115					51000		51000		51000			
2138		16935500	10000	129900	52000	52000	10	150	115	115					52000		52000		52000			
2139		16880800	10000	130700	53000	53000	10	150	115	115					53000		53000		53000			
2140		16827000	10000	131300	54000	54000	10	150	115	115					54000		54000		54000			
2141		16774200	10000	132100	55000	55000	10	150	115	115					55000		55000		55000			
2142		16722300	10000	132900	56000	56000	10	150	115	115					56000		56000		56000			
2143		16671200	10000	133600	57000	57000	10	150	115	115					57000		57000		57000			
2144		16621100	10000	134300	58000	58000	10	150	115	115					58000		58000		58000			
2145		16571800	10000	135000	59000	59000	10	150	115	115					59000		59000		59000			
2146		16523200	10000	135800	60000	60000	10	150	115	115					60000		60000		60000			
2147		16612800	10000	136500	60000	60000	10	150	115	115					60000		60000		60000			
2148		16702400	10000	137200	60000	60000	10	150	115	115					60000		60000		60000			
2149		16792000	10000	138000	60000	60000	10	150	115	115					60000		60000		60000			
2150		16881600	10000	138600	60000	60000	10	150	115	115					60000		60000		60000			
2151		16971200	10000	139400	60000	60000	10	150	115	115					60000		60000		60000			
2152		17060800	10000	140200	60000	60000	10	150	115	115					60000		60000		60000			
2153		17150400	10000	140800	60000	60000	10	150	115	115					60000		60000		60000			
2154		17240000	10000	141600	60000	60000	10	150	115	115					60000		60000		60000			
2155		17329600	10000	142300	60000	60000	10	150	115	115					60000		60000		60000			
2156		17419200	10000	143000	60000	60000	10	150	115	115					60000		60000		60000			
2157		17508800	10000	143800	60000	60000	10	150	115	115					60000		60000		60000			
2158		17598400	10000	144500	60000	60000	10	150	115	115					60000		60000		60000			
2159		17688000	10000	145300	60000	60000	10	150	115	115					60000		60000		60000			
2160		17777600	10000	145900	60000	60000	10	150	115	115					60000		60000		60000			
2161		17867200	10000	146700	60000	60000	10	150	115	115					60000		60000		60000			
2162		17956800	10000	147500	60000	60000	10	150	115	115					60000		60000		60000			
2163		18046400	10000	148100	60000	60000	10	150	115	115					60000		60000		60000			
2164		18136000	10000	148900	60000	60000	10	150	115	115					60000		60000		60000			
2165		18225600	10000	149500	60000	60000	10	150	115	115					60000		60000		60000			
2166		18315200	10000	150300	60000	60000	10	150	115	115					60000		60000		60000			
2167		18404800	10000	151100	60000	60000	10	150	115	115					60000		60000		60000			
2168		18494400	10000	151800	60000	60000	10	150	115	115					60000		60000		60000			
2169		18584000	10000	152500	60000	60000	10	150	115	115					60000		60000		60000			
2170		18673600	10000	153200	60000	60000	10	150	115	115					60000		60000		60000			
3001		797600	10000	7400	0	0	25	170	150	150												
3002		913600	10000	8000	0	0	25	170	150	150												
3003		1032800	10000	8700	0	0	25	170	150	150												
3004		1154400	10000	9300	0	0	25	170	150	150												
3005		1279200	10000	10100	0	0	25	170	150	150												
3006		1406400	10000	10800	0	0	25	170	150	150												
3007		1537600	10000	11400	0	0	25	170	150	150												
3008		1671200	10000	12200	0	0	25	170	150	150												
3009		1807200	10000	12800	0	0	25	170	150	150												
3010		1947200	10000	13500	0	0	25	170	150	150												
3011		2089600	10000	14300	0	0	25	170	150	150												
3012		2262400	10000	14900	0	0	25	170	150	150												
3013		2440800	10000	15600	0	0	25	170	150	150												
3014		2625600	10000	16200	0	0	25	170	150	150												
3015		2816000	10000	17000	0	0	25	170	150	150												
3016		3012800	10000	17700	0	0	25	170	150	150												
3017		3215200	10000	18300	0	0	25	170	150	150												
3018		3423200	10000	19100	0	0	25	170	150	150												
3019		3637600	10000	19700	0	0	25	170	150	150												
3020		3888800	10000	20600	0	0	25	170	150	150												
3021		4128000	10000	21300	0	0	25	170	150	150												
3022		4416800	10000	22100	0	0	25	170	150	150												
3023		4715200	10000	22800	0	0	25	170	150	150												
3024		4988000	10000	23400	0	0	25	170	150	150												
3025		5326400	10000	24300	0	0	25	170	150	150												
3026		5781600	10000	25500	0	0	25	170	150	150												
3027		5951200	10000	26300	0	0	25	170	150	150												
3028		6317600	10000	27000	0	0	25	170	150	150												
3029		6695200	10000	27900	0	0	25	170	150	150												
3030		7083200	10000	28700	0	0	25	170	150	150												
3031		7482400	10000	29600	0	0	25	170	150	150												
3032		7892000	10000	30500	0	0	25	170	150	150												
3033		8375200	10000	31200	0	0	25	170	150	150												
3034		8872000	10000	32100	0	0	25	170	150	150												
3035		9520000	10000	33300	0	0	25	170	150	150												
3036		10021600	10000	34100	0	0	25	170	150	150												
3037		10536000	10000	34800	0	0	25	170	150	150												
3038		11064000	10000	35600	0	0	25	170	150	150												
3039		11604000	10000	36300	0	0	25	170	150	150												
3040		12260800	10000	37400	0	0	25	170	150	150												
3041		12913600	10000	38400	0	0	25	170	150	150												
3042		13584000	10000	39500	0	0	25	170	150	150												
3043		14271200	10000	40400	0	0	25	170	150	150												
3044		14975200	10000	41400	0	0	25	170	150	150												
3045		15696000	10000	42300	0	0	25	170	150	150												
3046		16374400	10000	43200	0	0	25	170	150	150												
3047		16880000	10000	44400	0	0	25	170	150	150												
3048		17644800	10000	45500	0	0	25	170	150	150												
3049		18520800	10000	46400	0	0	25	170	150	150												
3050		19418400	10000	47400	0	0	25	170	150	150												
3051		20336800	10000	48500	0	0	25	170	150	150												
3052		21236000	10000	49400	0	0	25	170	150	150												
3053		22154400	10000	50300	0	0	25	170	150	150												
3054		23092000	10000	51200	0	0	25	170	150	150												
3055		24048800	10000	52100	0	0	25	170	150	150												
3056		25024800	10000	53000	0	0	25	170	150	150												
3057		26020000	10000	53900	0	0	25	170	150	150												
3058		28160000	10000	54800	0	0	25	170	150	150												
3059		29669600	10000	55400	0	0	25	170	150	150												
3060		30376800	10000	56700	0	0	25	170	150	150												
3061		32201600	10000	57800	0	0	25	170	150	150												
3062		34075200	10000	59000	0	0	25	170	150	150												
3063		35997600	10000	60000	0	0	25	170	150	150												
3064		37968000	10000	61200	0	0	25	170	150	150												
3065		39988000	10000	62400	0	0	25	170	150	150												
3066		42056000	10000	63500	0	0	25	170	150	150												
3067		44172800	10000	64700	0	0	25	170	150	150												
3068		46338400	10000	65700	0	0	25	170	150	150												
3069		50054400	10000	67100	0	0	25	170	150	150												
3070		53686400	10000	68100	0	0	25	170	150	150												
3071		57408000	10000	69200	0	0	25	170	150	150												
3072		61219200	10000	70200	0	0	25	170	150	150												
3073		65120000	10000	71300	0	0	25	170	150	150												
3074		69110400	10000	72300	0	0	25	170	150	150												
3075		73190400	10000	73400	0	0	25	170	150	150												
3076		77360000	10000	74400	0	0	25	170	150	150												
3077		81885600	10000	75800	0	0	25	170	150	150												
3078		84381600	10000	77900	0	0	25	170	150	150												
3079		89113600	10000	79200	0	0	25	170	150	150												
3080		93955200	10000	80600	0	0	25	170	150	150												
3081		98906400	10000	81800	0	0	25	170	150	150												
3082		103968000	10000	83100	0	0	25	170	150	150												
3083		109140000	10000	84300	0	0	25	170	150	150												
3084		112116000	10000	86600	0	0	25	170	150	150												
3085		117494400	10000	87900	0	0	25	170	150	150												
3086		122982400	10000	89100	0	0	25	170	150	150												
3087		128580000	10000	90500	0	0	25	170	150	150												
3088		129956800	10000	91700	2000	2000	25	170	150	150					2000		2000		2000			
3089		131093600	10000	93900	3000	3000	25	170	150	150					3000		3000		3000			
3090		134373600	10000	95100	4000	4000	25	170	150	150					4000		4000		4000			
3091		137643200	10000	96200	5000	5000	25	170	150	150					5000		5000		5000			
3092		140901600	10000	97400	6000	6000	25	170	150	150					6000		6000		6000			
3093		144149600	10000	98600	7000	7000	25	170	150	150					7000		7000		7000			
3094		147388800	10000	99600	8000	8000	25	170	150	150					8000		8000		8000			
3095		150617600	10000	100800	9000	9000	25	170	150	150					9000		9000		9000			
3096		153838400	10000	101900	10000	10000	25	170	150	150					10000		10000		10000			
3097		157050400	10000	103100	11000	11000	25	170	150	150					11000		11000		11000			
3098		160254400	10000	104300	12000	12000	25	170	150	150					12000		12000		12000			
3099		163450400	10000	105300	13000	13000	25	170	150	150					13000		13000		13000			
3100		166638400	10000	106500	14000	14000	25	170	150	150					14000		14000		14000			
3101		169820000	10000	107600	15000	15000	25	170	150	150					15000		15000		15000			
3102		172994400	10000	108800	16000	16000	25	170	150	150					16000		16000		16000			
3103		176162400	10000	110000	17000	17000	25	170	150	150					17000		17000		17000			
3104		179323200	10000	111000	18000	18000	25	170	150	150					18000		18000		18000			
3105		178900800	10000	112200	19000	19000	25	170	150	150					19000		19000		19000			
3106		178488000	10000	113300	20000	20000	25	170	150	150					20000		20000		20000			
3107		178086400	10000	114500	21000	21000	25	170	150	150					21000		21000		21000			
3108		177694400	10000	115700	22000	22000	25	170	150	150					22000		22000		22000			
3109		177311200	10000	116700	23000	23000	25	170	150	150					23000		23000		23000			
3110		176937600	10000	117900	24000	24000	25	170	150	150					24000		24000		24000			
3111		176572800	10000	119000	25000	25000	25	170	150	150					25000		25000		25000			
3112		176216000	10000	120200	26000	26000	25	170	150	150					26000		26000		26000			
3113		175868000	10000	121400	27000	27000	25	170	150	150					27000		27000		27000			
3114		175528000	10000	122400	28000	28000	25	170	150	150					28000		28000		28000			
3115		175195200	10000	123600	29000	29000	25	170	150	150					29000		29000		29000			
3116		174869600	10000	124700	30000	30000	25	170	150	150					30000		30000		30000			
3117		174552000	10000	125900	31000	31000	25	170	150	150					31000		31000		31000			
3118		174240000	10000	127100	32000	32000	25	170	150	150					32000		32000		32000			
3119		173936000	10000	128100	33000	33000	25	170	150	150					33000		33000		33000			
3120		173637600	10000	129300	34000	34000	25	170	150	150					34000		34000		34000			
3121		173346400	10000	130400	35000	35000	25	170	150	150					35000		35000		35000			
3122		173060000	10000	131600	36000	36000	25	170	150	150					36000		36000		36000			
3123		172780800	10000	132800	37000	37000	25	170	150	150					37000		37000		37000			
3124		172506400	10000	133800	38000	38000	25	170	150	150					38000		38000		38000			
3125		172237600	10000	135000	39000	39000	25	170	150	150					39000		39000		39000			
3126		171974400	10000	136100	40000	40000	25	170	150	150					40000		40000		40000			
3127		171716800	10000	137300	41000	41000	25	170	150	150					41000		41000		41000			
3128		171464000	10000	138500	42000	42000	25	170	150	150					42000		42000		42000			
3129		171216000	10000	139500	43000	43000	25	170	150	150					43000		43000		43000			
3130		170972800	10000	140700	44000	44000	25	170	150	150					44000		44000		44000			
3131		170734400	10000	141800	45000	45000	25	170	150	150					45000		45000		45000			
3132		170500000	10000	143000	46000	46000	25	170	150	150					46000		46000		46000			
3133		169911200	10000	143900	47000	47000	25	170	150	150					47000		47000		47000			
3134		169333600	10000	144600	48000	48000	25	170	150	150					48000		48000		48000			
3135		169911200	10000	146400	49000	49000	25	170	150	150					49000		49000		49000			
3136		170479200	10000	148200	50000	50000	25	170	150	150					50000		50000		50000			
3137		169912000	10000	149100	51000	51000	25	170	150	150					51000		51000		51000			
3138		169354400	10000	149900	52000	52000	25	170	150	150					52000		52000		52000			
3139		168807200	10000	150800	53000	53000	25	170	150	150					53000		53000		53000			
3140		168269600	10000	151500	54000	54000	25	170	150	150					54000		54000		54000			
3141		167741600	10000	152400	55000	55000	25	170	150	150					55000		55000		55000			
3142		167222400	10000	153300	56000	56000	25	170	150	150					56000		56000		56000			
3143		166712000	10000	154100	57000	57000	25	170	150	150					57000		57000		57000			
3144		166210400	10000	155000	58000	58000	25	170	150	150					58000		58000		58000			
3145		165717600	10000	155700	59000	59000	25	170	150	150					59000		59000		59000			
3146		165232000	10000	156600	60000	60000	25	170	150	150					60000		60000		60000			
3147		166128000	10000	157500	60000	60000	25	170	150	150					60000		60000		60000			
3148		167024000	10000	158300	60000	60000	25	170	150	150					60000		60000		60000			
3149		167920000	10000	159200	60000	60000	25	170	150	150					60000		60000		60000			
3150		168816000	10000	159900	60000	60000	25	170	150	150					60000		60000		60000			
3151		169712000	10000	160800	60000	60000	25	170	150	150					60000		60000		60000			
3152		170608000	10000	161700	60000	60000	25	170	150	150					60000		60000		60000			
3153		171504000	10000	162500	60000	60000	25	170	150	150					60000		60000		60000			
3154		172400000	10000	163400	60000	60000	25	170	150	150					60000		60000		60000			
3155		173296000	10000	164100	60000	60000	25	170	150	150					60000		60000		60000			
3156		174192000	10000	165000	60000	60000	25	170	150	150					60000		60000		60000			
3157		175088000	10000	165900	60000	60000	25	170	150	150					60000		60000		60000			
3158		175984000	10000	166700	60000	60000	25	170	150	150					60000		60000		60000			
3159		176880000	10000	167600	60000	60000	25	170	150	150					60000		60000		60000			
3160		177776000	10000	168300	60000	60000	25	170	150	150					60000		60000		60000			
3161		178672000	10000	169200	60000	60000	25	170	150	150					60000		60000		60000			
3162		179568000	10000	170100	60000	60000	25	170	150	150					60000		60000		60000			
3163		180464000	10000	170900	60000	60000	25	170	150	150					60000		60000		60000			
3164		181360000	10000	171800	60000	60000	25	170	150	150					60000		60000		60000			
3165		182256000	10000	172500	60000	60000	25	170	150	150					60000		60000		60000			
3166		183152000	10000	173400	60000	60000	25	170	150	150					60000		60000		60000			
3167		184048000	10000	174300	60000	60000	25	170	150	150					60000		60000		60000			
3168		184944000	10000	175100	60000	60000	25	170	150	150					60000		60000		60000			
3169		185840000	10000	176000	60000	60000	25	170	150	150					60000		60000		60000			
3170		186736000	10000	176700	60000	60000	25	170	150	150					60000		60000		60000			
4001		1754800	10000	8700	0	0	25	170	150	150												
4002		2010000	10000	9400	0	0	25	170	150	150												
4003		2272200	10000	10500	0	0	25	170	150	150												
4004		2539700	10000	11200	0	0	25	170	150	150												
4005		2814300	10000	12300	0	0	25	170	150	150												
4006		3094100	10000	13300	0	0	25	170	150	150												
4007		3382800	10000	14200	0	0	25	170	150	150												
4008		3676700	10000	15300	0	0	25	170	150	150												
4009		3975900	10000	16200	0	0	25	170	150	150												
4010		4283900	10000	17200	0	0	25	170	150	150												
4011		4597200	10000	18400	0	0	25	170	150	150												
4012		4977300	10000	19300	0	0	25	170	150	150												
4013		5369800	10000	20300	0	0	25	170	150	150												
4014		5776400	10000	21200	0	0	25	170	150	150												
4015		6195200	10000	22300	0	0	25	170	150	150												
4016		6628200	10000	23300	0	0	25	170	150	150												
4017		7073500	10000	24200	0	0	25	170	150	150												
4018		7531100	10000	25300	0	0	25	170	150	150												
4019		8002800	10000	26300	0	0	25	170	150	150												
4020		8555400	10000	27500	0	0	25	170	150	150												
4021		9081600	10000	28600	0	0	25	170	150	150												
4022		9717000	10000	29900	0	0	25	170	150	150												
4023		10373500	10000	31000	0	0	25	170	150	150												
4024		10973600	10000	31900	0	0	25	170	150	150												
4025		11718100	10000	33200	0	0	25	170	150	150												
4026		12719600	10000	35000	0	0	25	170	150	150												
4027		13092700	10000	36300	0	0	25	170	150	150												
4028		13898800	10000	37400	0	0	25	170	150	150												
4029		14729500	10000	38700	0	0	25	170	150	150												
4030		15583100	10000	40100	0	0	25	170	150	150												
4031		16461300	10000	41500	0	0	25	170	150	150												
4032		17362400	10000	42900	0	0	25	170	150	150												
4033		18425500	10000	44000	0	0	25	170	150	150												
4034		19518400	10000	45600	0	0	25	170	150	150												
4035		20944000	10000	47400	0	0	25	170	150	150												
4036		22047600	10000	48800	0	0	25	170	150	150												
4037		23179200	10000	50000	0	0	25	170	150	150												
4038		24340800	10000	51300	0	0	25	170	150	150												
4039		25528800	10000	52500	0	0	25	170	150	150												
4040		26973800	10000	54400	0	0	25	170	150	150												
4041		28410000	10000	56000	0	0	25	170	150	150												
4042		29884800	10000	57800	0	0	25	170	150	150												
4043		31396700	10000	59300	0	0	25	170	150	150												
4044		32945500	10000	61100	0	0	25	170	150	150												
4045		34531200	10000	62600	0	0	25	170	150	150												
4046		36023700	10000	64200	0	0	25	170	150	150												
4047		37136000	10000	66200	0	0	25	170	150	150												
4048		38818600	10000	68200	0	0	25	170	150	150												
4049		40745800	10000	69700	0	0	25	170	150	150												
4050		42720500	10000	71600	0	0	25	170	150	150												
4051		44741000	10000	73400	0	0	25	170	150	150												
4052		46719200	10000	75200	0	0	25	170	150	150												
4053		48739700	10000	76800	0	0	25	170	150	150												
4054		50802400	10000	78400	0	0	25	170	150	150												
4055		52907400	10000	80200	0	0	25	170	150	150												
4056		55054600	10000	81800	0	0	25	170	150	150												
4057		57244000	10000	83400	0	0	25	170	150	150												
4058		61952000	10000	85200	0	0	25	170	150	150												
4059		65273200	10000	86500	0	0	25	170	150	150												
4060		66829000	10000	88900	0	0	25	170	150	150												
4061		70843600	10000	90800	0	0	25	170	150	150												
4062		74965500	10000	93100	0	0	25	170	150	150												
4063		79194800	10000	94900	0	0	25	170	150	150												
4064		83529600	10000	97200	0	0	25	170	150	150												
4065		87973600	10000	99500	0	0	25	170	150	150												
4066		92523200	10000	101700	0	0	25	170	150	150												
4067		97180200	10000	104000	0	0	25	170	150	150												
4068		101944500	10000	105900	0	0	25	170	150	150												
4069		110119700	10000	108100	0	0	25	170	150	150												
4070		118110100	10000	109800	0	0	25	170	150	150												
4071		126297600	10000	111500	0	0	25	170	150	150												
4072		134682300	10000	113200	0	0	25	170	150	150												
4073		143264000	10000	114900	0	0	25	170	150	150												
4074		152042900	10000	116500	0	0	25	170	150	150												
4075		161018900	10000	118400	0	0	25	170	150	150												
4076		170192000	10000	119900	0	0	25	170	150	150												
4077		180148400	10000	122100	0	0	25	170	150	150												
4078		185639600	10000	125500	0	0	25	170	150	150												
4079		196050000	10000	127600	0	0	25	170	150	150												
4080		206701500	10000	129800	0	0	25	170	150	150												
4081		217594100	10000	131800	0	0	25	170	150	150												
4082		228729600	10000	133900	0	0	25	170	150	150												
4083		240108000	10000	135900	0	0	25	170	150	150												
4084		246655200	10000	139500	0	0	25	170	150	150												
4085		258487700	10000	141600	0	0	25	170	150	150												
4086		270561300	10000	143600	0	0	25	170	150	150												
4087		282876000	10000	145800	0	0	25	170	150	150												
4088		285905000	10000	147800	2000	2000	25	170	150	150					2000		2000		2000			
4089		288406000	10000	151300	3000	3000	25	170	150	150					3000		3000		3000			
4090		295622000	10000	153200	4000	4000	25	170	150	150					4000		4000		4000			
4091		302815100	10000	155000	5000	5000	25	170	150	150					5000		5000		5000			
4092		309983600	10000	157000	6000	6000	25	170	150	150					6000		6000		6000			
4093		317129200	10000	158800	7000	7000	25	170	150	150					7000		7000		7000			
4094		324255400	10000	160500	8000	8000	25	170	150	150					8000		8000		8000			
4095		331358800	10000	162500	9000	9000	25	170	150	150					9000		9000		9000			
4096		338444500	10000	164100	10000	10000	25	170	150	150					10000		10000		10000			
4097		345510900	10000	166100	11000	11000	25	170	150	150					11000		11000		11000			
4098		352559700	10000	168100	12000	12000	25	170	150	150					12000		12000		12000			
4099		359590900	10000	169600	13000	13000	25	170	150	150					13000		13000		13000			
4100		366604500	10000	171600	14000	14000	25	170	150	150					14000		14000		14000			
4101		373604000	10000	173400	15000	15000	25	170	150	150					15000		15000		15000			
4102		380587700	10000	175300	16000	16000	25	170	150	150					16000		16000		16000			
4103		387557300	10000	177200	17000	17000	25	170	150	150					17000		17000		17000			
4104		394511100	10000	178800	18000	18000	25	170	150	150					18000		18000		18000			
4105		393581800	10000	180800	19000	19000	25	170	150	150					19000		19000		19000			
4106		392673600	10000	182500	20000	20000	25	170	150	150					20000		20000		20000			
4107		391790100	10000	184400	21000	21000	25	170	150	150					21000		21000		21000			
4108		390927700	10000	186400	22000	22000	25	170	150	150					22000		22000		22000			
4109		390084700	10000	188100	23000	23000	25	170	150	150					23000		23000		23000			
4110		389262800	10000	189900	24000	24000	25	170	150	150					24000		24000		24000			
4111		388460200	10000	191700	25000	25000	25	170	150	150					25000		25000		25000			
4112		387675200	10000	193700	26000	26000	25	170	150	150					26000		26000		26000			
4113		386909600	10000	195600	27000	27000	25	170	150	150					27000		27000		27000			
4114		386161600	10000	197200	28000	28000	25	170	150	150					28000		28000		28000			
4115		385429500	10000	199100	29000	29000	25	170	150	150					29000		29000		29000			
4116		384713200	10000	201000	30000	30000	25	170	150	150					30000		30000		30000			
4117		384014400	10000	202800	31000	31000	25	170	150	150					31000		31000		31000			
4118		383328000	10000	204700	32000	32000	25	170	150	150					32000		32000		32000			
4119		382659200	10000	206400	33000	33000	25	170	150	150					33000		33000		33000			
4120		382002800	10000	208200	34000	34000	25	170	150	150					34000		34000		34000			
4121		381362100	10000	210100	35000	35000	25	170	150	150					35000		35000		35000			
4122		380732000	10000	212000	36000	36000	25	170	150	150					36000		36000		36000			
4123		380117800	10000	214000	37000	37000	25	170	150	150					37000		37000		37000			
4124		379514100	10000	215500	38000	38000	25	170	150	150					38000		38000		38000			
4125		378922800	10000	217500	39000	39000	25	170	150	150					39000		39000		39000			
4126		378343700	10000	219300	40000	40000	25	170	150	150					40000		40000		40000			
4127		377777000	10000	221100	41000	41000	25	170	150	150					41000		41000		41000			
4128		377220800	10000	223100	42000	42000	25	170	150	150					42000		42000		42000			
4129		376675200	10000	224800	43000	43000	25	170	150	150					43000		43000		43000			
4130		376140200	10000	226700	44000	44000	25	170	150	150					44000		44000		44000			
4131		375615700	10000	228400	45000	45000	25	170	150	150					45000		45000		45000			
4132		375100000	10000	230400	46000	46000	25	170	150	150					46000		46000		46000			
4133		373804700	10000	231800	47000	47000	25	170	150	150					47000		47000		47000			
4134		372534000	10000	232900	48000	48000	25	170	150	150					48000		48000		48000			
4135		373804700	10000	235800	49000	49000	25	170	150	150					49000		49000		49000			
4136		375054300	10000	238800	50000	50000	25	170	150	150					50000		50000		50000			
4137		373806400	10000	240200	51000	51000	25	170	150	150					51000		51000		51000			
4138		372579700	10000	241400	52000	52000	25	170	150	150					52000		52000		52000			
4139		371375900	10000	243000	53000	53000	25	170	150	150					53000		53000		53000			
4140		370193200	10000	244100	54000	54000	25	170	150	150					54000		54000		54000			
4141		369031600	10000	245500	55000	55000	25	170	150	150					55000		55000		55000			
4142		367889300	10000	246900	56000	56000	25	170	150	150					56000		56000		56000			
4143		366766400	10000	248300	57000	57000	25	170	150	150					57000		57000		57000			
4144		365662900	10000	249700	58000	58000	25	170	150	150					58000		58000		58000			
4145		364578800	10000	250800	59000	59000	25	170	150	150					59000		59000		59000			
4146		363510400	10000	252200	60000	60000	25	170	150	150					60000		60000		60000			
4147		365481600	10000	253700	60000	60000	25	170	150	150					60000		60000		60000			
4148		367452800	10000	255000	60000	60000	25	170	150	150					60000		60000		60000			
4149		369424000	10000	256400	60000	60000	25	170	150	150					60000		60000		60000			
4150		371395200	10000	257500	60000	60000	25	170	150	150					60000		60000		60000			
4151		373366400	10000	259100	60000	60000	25	170	150	150					60000		60000		60000			
4152		375337600	10000	260500	60000	60000	25	170	150	150					60000		60000		60000			
4153		377308800	10000	261700	60000	60000	25	170	150	150					60000		60000		60000			
4154		379280000	10000	263300	60000	60000	25	170	150	150					60000		60000		60000			
4155		381251200	10000	264400	60000	60000	25	170	150	150					60000		60000		60000			
4156		383222400	10000	265800	60000	60000	25	170	150	150					60000		60000		60000			
4157		385193600	10000	267200	60000	60000	25	170	150	150					60000		60000		60000			
4158		387164800	10000	268600	60000	60000	25	170	150	150					60000		60000		60000			
4159		389136000	10000	270000	60000	60000	25	170	150	150					60000		60000		60000			
4160		391107200	10000	271100	60000	60000	25	170	150	150					60000		60000		60000			
4161		393078400	10000	272500	60000	60000	25	170	150	150					60000		60000		60000			
4162		395049600	10000	274000	60000	60000	25	170	150	150					60000		60000		60000			
4163		397020800	10000	275300	60000	60000	25	170	150	150					60000		60000		60000			
4164		398992000	10000	276700	60000	60000	25	170	150	150					60000		60000		60000			
4165		400963200	10000	277800	60000	60000	25	170	150	150					60000		60000		60000			
4166		402934400	10000	279400	60000	60000	25	170	150	150					60000		60000		60000			
4167		404905600	10000	280800	60000	60000	25	170	150	150					60000		60000		60000			
4168		406876800	10000	282000	60000	60000	25	170	150	150					60000		60000		60000			
4169		408848000	10000	283400	60000	60000	25	170	150	150					60000		60000		60000			
4170		410819200	10000	284700	60000	60000	25	170	150	150					60000		60000		60000			
5001		10000	10000	4900	0	0	10	150	115	115												
5002		11500	10000	5300	0	0	10	150	115	115												
5003		13000	10000	5800	0	0	10	150	115	115												
5004		14500	10000	6200	0	0	10	150	115	115												
5005		16000	10000	6700	0	0	10	150	115	115												
5006		17600	10000	7200	0	0	10	150	115	115												
5007		19300	10000	7600	0	0	10	150	115	115												
5008		20900	10000	8100	0	0	10	150	115	115												
5009		22600	10000	8500	0	0	10	150	115	115												
5010		24400	10000	9000	0	0	10	150	115	115												
5011		26200	10000	9500	0	0	10	150	115	115												
5012		28300	10000	9900	0	0	10	150	115	115												
5013		30600	10000	10400	0	0	10	150	115	115												
5014		32900	10000	10800	0	0	10	150	115	115												
5015		35200	10000	11300	0	0	10	150	115	115												
5016		37700	10000	11800	0	0	10	150	115	115												
5017		40200	10000	12200	0	0	10	150	115	115												
5018		42800	10000	12700	0	0	10	150	115	115												
5019		45500	10000	13100	0	0	10	150	115	115												
5020		48700	10000	13700	0	0	10	150	115	115												
5021		51600	10000	14200	0	0	10	150	115	115												
5022		55300	10000	14700	0	0	10	150	115	115												
5023		59000	10000	15200	0	0	10	150	115	115												
5024		62400	10000	15600	0	0	10	150	115	115												
5025		66600	10000	16200	0	0	10	150	115	115												
5026		72300	10000	17000	0	0	10	150	115	115												
5027		74400	10000	17500	0	0	10	150	115	115												
5028		79000	10000	18000	0	0	10	150	115	115												
5029		83700	10000	18600	0	0	10	150	115	115												
5030		88600	10000	19100	0	0	10	150	115	115												
5031		93600	10000	19700	0	0	10	150	115	115												
5032		98700	10000	20300	0	0	10	150	115	115												
5033		104700	10000	20800	0	0	10	150	115	115												
5034		110900	10000	21400	0	0	10	150	115	115												
5035		119000	10000	22200	0	0	10	150	115	115												
5036		125300	10000	22700	0	0	10	150	115	115												
5037		131700	10000	23200	0	0	10	150	115	115												
5038		138300	10000	23700	0	0	10	150	115	115												
5039		145100	10000	24200	0	0	10	150	115	115												
5040		153300	10000	24900	0	0	10	150	115	115												
5041		161500	10000	25600	0	0	10	150	115	115												
5042		169800	10000	26300	0	0	10	150	115	115												
5043		178400	10000	26900	0	0	10	150	115	115												
5044		187200	10000	27600	0	0	10	150	115	115												
5045		196200	10000	28200	0	0	10	150	115	115												
5046		204700	10000	28800	0	0	10	150	115	115												
