ItemId	ItemName	ItemTrueName	ItemCategory	ItemType	Description	CanWear	WearParts	WearLevel	CompoundItemId	Grade	CanUpgrade	CanDeve	ItemSourceScene	ItemSourceDesc	ElementType	AttachedProperty	TalentType	TalentAttributes	ActiveAttributes	Inlay	Weight	ExperienceProvide	UseLogicId	UseResultDesc	UseResultData	UseIconOnLevel	WearNodeAndName	UseModelOnLevel	ActiveBuffOnLevel	AddBuffOnEquiping	AddSkillOnEquiping	ShowInShop	Model	UiModel	MaxStackNum	ConsumeItems	ConsumeMoney	PropertyRank	AddExp	AddMoney	AddBuffer	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	Introduce	ItemSkillFirst	ItemSkillSecond	ItemSkillThird	NormalIcon	BigIcon	SellingPrice	SellGainGoldProb	SellGainGoldNum	LevelUpAddHpMax	LevelUpAddEpMax	LevelUpAddAd	LevelUpAddADp	LevelUpAddMDp	ShowType
54103	爱神·蜜意	UI/GoodsPhoto/99999		衣服	爱可以融解仇恨，抚平伤痛，净化心灵，它也是最强力的武器	TRUE	2				TRUE	TRUE				44004|44005|44006																			1			5				36000			2640																								500	1	1	3060			459		
54104	爱神·情侣	UI/GoodsPhoto/99999		鞋子	爱可以融解仇恨，抚平伤痛，净化心灵，它也是最强力的武器	TRUE	3				TRUE	TRUE				44004|44005|44006																			1			5							1760	1760																							500	1	1				306	306	
54105	爱神·同心	UI/GoodsPhoto/99999		饰品	爱可以融解仇恨，抚平伤痛，净化心灵，它也是最强力的武器	TRUE	4				TRUE	TRUE				44001|44002|44003																			1			5						2080																									500	1	1			245			
54106	爱神·玫瑰	UI/GoodsPhoto/99999		指环	爱可以融解仇恨，抚平伤痛，净化心灵，它也是最强力的武器	TRUE	5				TRUE	TRUE				44001|44002|44003																			1			5				14400		2080																									500	1	1	1224		245			
54107	爱神·痴心	UI/GoodsPhoto/99999		武器	爱可以融解仇恨，抚平伤痛，净化心灵，它也是最强力的武器	TRUE	0				TRUE	TRUE			1	44001|44002|44003																			1			5						6240																									500	1	1			735			
54108	爱神·暖意	UI/GoodsPhoto/99999		武器	爱可以融解仇恨，抚平伤痛，净化心灵，它也是最强力的武器	TRUE	0				TRUE	TRUE			1	44001|44002|44003																			1			5						6240																									500	1	1			735			
55101	月神·寒光	UI/GoodsPhoto/55101		武器	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	0				TRUE	TRUE			1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5						7200																									500	1	1			864			
55102	月神·轻纱	UI/GoodsPhoto/55102		帽子	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	1				TRUE	TRUE				55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030																			1			5				24000				3240																							500	1	1	2160				540	
55103	月神·幻羽	UI/GoodsPhoto/55103		衣服	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	2				TRUE	TRUE				55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030|55031|55032|55033|55034																			1			5				40000			3240																								500	1	1	3600			540		
55104	月神·夜影	UI/GoodsPhoto/55104		鞋子	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	3				TRUE	TRUE				55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030																			1			5							2160	2160																							500	1	1				360	360	
55105	月神·月牙	UI/GoodsPhoto/55105		饰品	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	4				TRUE	TRUE				55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5						2400																									500	1	1			288			
55106	月神·流星	UI/GoodsPhoto/55106		指环	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	5				TRUE	TRUE				55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5				16000		2400																									500	1	1	1440		288			
55107	月神·狩猎	UI/GoodsPhoto/55107		武器	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	0				TRUE	TRUE			1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5						7200																									500	1	1			864			
55108	月神·倩影	UI/GoodsPhoto/99999		武器	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	0				TRUE	TRUE			1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5						7200																									500	1	1			864			
55111	巨人·开山	UI/GoodsPhoto/99999		武器	巨人是最古老的生命，他们掌控着自然的力量	TRUE	0				TRUE	TRUE			1	46001|46002|46003																			1			5						7200																									500	1	1			864			
55112	巨人·龙骨	UI/GoodsPhoto/99999		帽子	巨人是最古老的生命，他们掌控着自然的力量	TRUE	1				TRUE	TRUE				46004|46005|46006																			1			5				24000				3240																							500	1	1	2160				540	
55113	巨人·力士	UI/GoodsPhoto/99999		衣服	巨人是最古老的生命，他们掌控着自然的力量	TRUE	2				TRUE	TRUE				46004|46005|46006																			1			5				40000			3240																								500	1	1	3600			540		
55114	巨人·硕石	UI/GoodsPhoto/99999		鞋子	巨人是最古老的生命，他们掌控着自然的力量	TRUE	3				TRUE	TRUE				46004|46005|46006																			1			5							2160	2160																							500	1	1				360	360	
55115	巨人·护身	UI/GoodsPhoto/99999		饰品	巨人是最古老的生命，他们掌控着自然的力量	TRUE	4				TRUE	TRUE				46001|46002|46003																			1			5						2400																									500	1	1			288			
55116	巨人·顽石	UI/GoodsPhoto/99999		指环	巨人是最古老的生命，他们掌控着自然的力量	TRUE	5				TRUE	TRUE				46001|46002|46003																			1			5				16000		2400																									500	1	1	1440		288			
55122	翼人·鸟巢	UI/GoodsPhoto/99999		帽子	翼人是天空的守护者，神的子女	TRUE	1				TRUE	TRUE				46004|46005|46006																			1			5				24000				3240																							500	1	1	2160				540	
55123	翼人·百鸟	UI/GoodsPhoto/99999		衣服	翼人是天空的守护者，神的子女	TRUE	2				TRUE	TRUE				46004|46005|46006																			1			5				40000			3240																								500	1	1	3600			540		
55124	翼人·飞鸟	UI/GoodsPhoto/99999		鞋子	翼人是天空的守护者，神的子女	TRUE	3				TRUE	TRUE				46004|46005|46006																			1			5							2160	2160																							500	1	1				360	360	
55125	翼人·鸟蛋	UI/GoodsPhoto/99999		饰品	翼人是天空的守护者，神的子女	TRUE	4				TRUE	TRUE				46001|46002|46003																			1			5						2400																									500	1	1			288			
55126	翼人·轻羽	UI/GoodsPhoto/99999		指环	翼人是天空的守护者，神的子女	TRUE	5				TRUE	TRUE				46001|46002|46003																			1			5				16000		2400																									500	1	1	1440		288			
55127	翼人·鹰爪	UI/GoodsPhoto/99999		武器	翼人是天空的守护者，神的子女	TRUE	0				TRUE	TRUE			1	46001|46002|46003																			1			5						7200																									500	1	1			864			
55132	精灵·冰晶	UI/GoodsPhoto/99999		帽子	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	1				TRUE	TRUE				46004|46005|46006																			1			5				24000				3240																							500	1	1	2160				540	
55133	精灵·绿叶	UI/GoodsPhoto/99999		衣服	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	2				TRUE	TRUE				46004|46005|46006																			1			5				40000			3240																								500	1	1	3600			540		
55134	精灵·蝉翼	UI/GoodsPhoto/99999		鞋子	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	3				TRUE	TRUE				46004|46005|46006																			1			5							2160	2160																							500	1	1				360	360	
55135	精灵·晶人	UI/GoodsPhoto/99999		饰品	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	4				TRUE	TRUE				46001|46002|46003																			1			5						2400																									500	1	1			288			
55136	精灵·小弓	UI/GoodsPhoto/99999		指环	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	5				TRUE	TRUE				46001|46002|46003																			1			5				16000		2400																									500	1	1	1440		288			
55138	精灵·法箭	UI/GoodsPhoto/99999		武器	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	0				TRUE	TRUE			1	46001|46002|46003																			1			5						7200																									500	1	1			864			
55201	死神·嗜血	UI/GoodsPhoto/55201		武器	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	0				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						7200																									500	1	1			864			
55202	死神·幽灵	UI/GoodsPhoto/99999		帽子	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	1				TRUE	TRUE				54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030																			1			5				24000				3240																							500	1	1	2160				540	
55203	死神·魔星	UI/GoodsPhoto/99999		衣服	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	2				TRUE	TRUE				54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030																			1			5				40000			3240																								500	1	1	3600			540		
55204	死神·蚀骨	UI/GoodsPhoto/99999		鞋子	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	3				TRUE	TRUE				54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030																			1			5							2160	2160																							500	1	1				360	360	
55205	死神·黑心	UI/GoodsPhoto/99999		饰品	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	4				TRUE	TRUE				54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						2400																									500	1	1			288			
55206	死神·毒蛇	UI/GoodsPhoto/99999		指环	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	5				TRUE	TRUE				54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5				16000		2400																									500	1	1	1440		288			
55207	死神·夺命	UI/GoodsPhoto/99999		武器	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	0				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						7200																									500	1	1			864			
55208	死神·幽冥	UI/GoodsPhoto/99999		武器	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	0				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						7200																									500	1	1			864			
55211	非凡·斗神	UI/GoodsPhoto/99999		武器	拥有与神相战的非凡力量	TRUE	0				TRUE	TRUE			1	46010|46011|46012																			1			5						7200																									500	1	1			864			
55212	非凡·极光	UI/GoodsPhoto/99999		帽子	拥有与神相战的非凡力量	TRUE	1				TRUE	TRUE				46010|46011|46012																			1			5				24000				3240																							500	1	1	2160				540	
55213	非凡·龙脊	UI/GoodsPhoto/99999		衣服	拥有与神相战的非凡力量	TRUE	2				TRUE	TRUE				46010|46011|46012																			1			5				40000			3240																								500	1	1	3600			540		
55214	非凡·飞龙	UI/GoodsPhoto/99999		鞋子	拥有与神相战的非凡力量	TRUE	3				TRUE	TRUE				46010|46011|46012																			1			5							2160	2160																							500	1	1				360	360	
55215	非凡·荣誉	UI/GoodsPhoto/99999		饰品	拥有与神相战的非凡力量	TRUE	4				TRUE	TRUE				46010|46011|46012																			1			5						2400																									500	1	1			288			
55216	非凡·恶狼	UI/GoodsPhoto/99999		指环	拥有与神相战的非凡力量	TRUE	5				TRUE	TRUE				46010|46011|46012																			1			5				16000		2400																									500	1	1	1440		288			
55222	卓越·女神	UI/GoodsPhoto/99999		帽子	卓尔不凡，超越极限	TRUE	1				TRUE	TRUE				46010|46011|46012																			1			5				24000				3240																							500	1	1	2160				540	
55223	卓越·金丝	UI/GoodsPhoto/99999		衣服	卓尔不凡，超越极限	TRUE	2				TRUE	TRUE				46010|46011|46012																			1			5				40000			3240																								500	1	1	3600			540		
55224	卓越·女王	UI/GoodsPhoto/99999		鞋子	卓尔不凡，超越极限	TRUE	3				TRUE	TRUE				46010|46011|46012																			1			5							2160	2160																							500	1	1				360	360	
55225	卓越·玲珑心	UI/GoodsPhoto/99999		饰品	卓尔不凡，超越极限	TRUE	4				TRUE	TRUE				46010|46011|46012																			1			5						2400																									500	1	1			288			
55226	卓越·蝶翼	UI/GoodsPhoto/99999		指环	卓尔不凡，超越极限	TRUE	5				TRUE	TRUE				46010|46011|46012																			1			5				16000		2400																									500	1	1	1440		288			
55227	卓越·血手	UI/GoodsPhoto/99999		武器	卓尔不凡，超越极限	TRUE	0				TRUE	TRUE			1	46010|46011|46012																			1			5						7200																									500	1	1			864			
55232	传说·魔王	UI/GoodsPhoto/99999		帽子	传说中有毁天灭地的力量	TRUE	1				TRUE	TRUE				46010|46011|46012																			1			5				24000				3240																							500	1	1	2160				540	
55233	传说·贤者	UI/GoodsPhoto/99999		衣服	传说中有毁天灭地的力量	TRUE	2				TRUE	TRUE				46010|46011|46012																			1			5				40000			3240																								500	1	1	3600			540		
55234	传说·无影	UI/GoodsPhoto/99999		鞋子	传说中有毁天灭地的力量	TRUE	3				TRUE	TRUE				46010|46011|46012																			1			5							2160	2160																							500	1	1				360	360	
55235	传说·护法令	UI/GoodsPhoto/99999		饰品	传说中有毁天灭地的力量	TRUE	4				TRUE	TRUE				46010|46011|46012																			1			5						2400																									500	1	1			288			
55236	传说·长老	UI/GoodsPhoto/99999		指环	传说中有毁天灭地的力量	TRUE	5				TRUE	TRUE				46010|46011|46012																			1			5				16000		2400																									500	1	1	1440		288			
55238	传说·风雷	UI/GoodsPhoto/99999		武器	传说中有毁天灭地的力量	TRUE	0				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						7200																									500	1	1			864			
56101	守护神·光武	UI/GoodsPhoto/99999		武器	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	0				TRUE	TRUE			1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5						8160																									500	1	1			864			
56102	守护神·光环	UI/GoodsPhoto/99999		帽子	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	1				TRUE	TRUE				55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030																			1			5				26400				3840																							500	1	1	2160				540	
56103	守护神·决战	UI/GoodsPhoto/99999		衣服	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	2				TRUE	TRUE				55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030|55031|55032|55033|55034																			1			5				44000			3840																								500	1	1	3600			540		
56104	守护神·生辉	UI/GoodsPhoto/99999		鞋子	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	3				TRUE	TRUE				55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030																			1			5							2560	2560																							500	1	1				360	360	
56105	守护神·祷告	UI/GoodsPhoto/99999		饰品	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	4				TRUE	TRUE				55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5						2720																									500	1	1			288			
56106	守护神·祝福	UI/GoodsPhoto/99999		指环	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	5				TRUE	TRUE				55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5				17600		2720																									500	1	1	1440		288			
56107	守护神·锋芒	UI/GoodsPhoto/99999		武器	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	0				TRUE	TRUE			1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5						8160																									500	1	1			864			
56108	守护神·圣光	UI/GoodsPhoto/99999		武器	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	0				TRUE	TRUE			1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015																			1			5						8160																									500	1	1			864			
56201	战神·杀戮	UI/GoodsPhoto/99999		武器	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	0				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						8160																									500	1	1			864			
56202	战神·长胜	UI/GoodsPhoto/99999		帽子	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	1				TRUE	TRUE				54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030																			1			5				26400				3840																							500	1	1	2160				540	
56203	战神·武圣	UI/GoodsPhoto/99999		衣服	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	2				TRUE	TRUE				54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030																			1			5				44000			3840																								500	1	1	3600			540		
56204	战神·无敌	UI/GoodsPhoto/99999		鞋子	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	3				TRUE	TRUE				54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030																			1			5							2560	2560																							500	1	1				360	360	
56205	战神·爱妻	UI/GoodsPhoto/99999		饰品	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	4				TRUE	TRUE				54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						2720																									500	1	1			288			
56206	战神·爱子	UI/GoodsPhoto/99999		指环	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	5				TRUE	TRUE				54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5				17600		2720																									500	1	1	1440		288			
56207	战神·透骨	UI/GoodsPhoto/99999		武器	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	0				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						8160																									500	1	1			864			
56208	战神·神话	UI/GoodsPhoto/99999		武器	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	0				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015																			1			5						8160																									500	1	1			864			
91001	庆典狂欢	UI/GoodsPhoto/1006		时装		TRUE	6				FALSE	TRUE																							1			1				5000		1000																									1								
91002	金蛇乱舞	UI/GoodsPhoto/1006		时装		TRUE	6				FALSE	TRUE				91002																			1			5				100000		20000																									1								
91003	踏雪追月	UI/GoodsPhoto/1006		时装		TRUE	6				FALSE	TRUE				91002																			1			5				200000		40000																									1								
92001	芙蕾雅羽翼	UI/GoodsPhoto/1006		星相		TRUE	7				FALSE	TRUE				91002																			1			5				200000		40000																									1								
92002	弗丽嘉金披风	UI/GoodsPhoto/1006		星相		TRUE	7				FALSE	TRUE				91002																			1			5				200000		40000																									1								
101001	霜月星尘	UI/GoodsPhoto/101003		精华	用于升级神器[ff0000]霜月星屑杯[-]的珍贵材料	FALSE					FALSE	FALSE	1039|2021|2027																						999			2																															1								
101002	冥海散魂	UI/GoodsPhoto/101002		精华	用于升级神器[ff0000]冥海兽魂[-]的珍贵材料	FALSE					FALSE	FALSE	1046|2028|2037																						999			2																															1								
101003	日曜矿石	UI/GoodsPhoto/101001		精华	用于升级神器[ff0000]日曜烈炎剑[-]的珍贵材料	FALSE					FALSE	FALSE	1055|2038|2046																						999			2																															1								
101004	圣痕石	UI/GoodsPhoto/101004		精华	用于升级神器[ff0000]贝灵圣痕盾[-]的珍贵材料	FALSE					FALSE	FALSE	1063|2047|2058																						999			2																															1								
101005	生命精华	UI/GoodsPhoto/1		精华	用于升级神器[ff0000]野兽之魂[-]的珍贵材料	FALSE					FALSE	FALSE																							999			2																															1								
101006	火之精华	UI/GoodsPhoto/1		精华	用于升级神器[ff0000]烈焰之星[-]的珍贵材料	FALSE					FALSE	FALSE																							999			2																															1								
101007	死亡精华	UI/GoodsPhoto/1		精华	用于升级神器[ff0000]死亡之源[-]的珍贵材料	FALSE					FALSE	FALSE																							999			2																															1								
101010	霜月星屑杯	UI_Shenqi_03		神器	月光冷若霜，星尘碎如屑，人鱼王虽已仙逝，此杯却足以纪念他曾经一统极寒冥海的霸主威仪。	FALSE					TRUE	FALSE				101010																			1			5				2000		400																									1			2000		300	300	300	
101020	冥海兽魂	UI_Shenqi_02		神器	极寒冥海大灾变时，无数人鱼族人葬身海底，魂魄不散，凝为异物，久生灵性，终成冥海兽魂。	FALSE					TRUE	FALSE				101020																			1			5				4000		800																									1			2200		350	250	250	
101030	日曜烈炎剑	UI_Shenqi_01		神器	凝聚了烈日精华的上古宝剑，被太阳神派遣到人间，在人鱼王圣殿守护七罪环之一，人鱼王的秘密。	FALSE					TRUE	FALSE				101030																			1			5				8000		1600																									1			1300		500	200	200	
101040	贝灵圣痕盾	UI_Shenqi_04		神器	人鱼王征战海疆时的宝盾，立下赫赫战功，还曾为主人抵挡过恶魔沙贝德的致命一击。	FALSE					TRUE	FALSE				101040																			1			5				10000		2000																									1			2500		450	250	250	
101050	野兽之魂	UI/GoodsPhoto/1006		神器		FALSE					TRUE	FALSE																							1			5				10000		2000																									1			2000		400	250	250	
101060	烈焰之星	UI/GoodsPhoto/1006		神器		FALSE					TRUE	FALSE																							1			5				10000		2000																									1			2000		400	250	250	
101070	死亡之源	UI/GoodsPhoto/1006		神器		FALSE					TRUE	FALSE																							1			5				10000		2000																									1			2000		400	250	250	
101080	神器精华			神器	用于神器组合属性	FALSE					FALSE	FALSE																							999			5																															1								
301010	剑魂	Xhun		X魂		FALSE	1				TRUE	FALSE														jianshi1|jianshi2|jianshi3|jianshi4|jianshi5|jianshi6|jianshi7|jianshi8|jianshi9	ef_rightweapon_01@1_JianShi_w_01	1:Hero/5_zhankuang/1_JianShi_W_level_01|2:Hero/5_zhankuang/1_JianShi_W_level_02|3:Hero/5_zhankuang/1_JianShi_W_level_03|4:Hero/5_zhankuang/1_JianShi_W_level_04|5:Hero/5_zhankuang/1_JianShi_W_level_05|6:Hero/5_zhankuang/1_JianShi_W_level_06|7:Hero/5_zhankuang/1_JianShi_W_level_07|8:Hero/5_zhankuang/1_JianShi_W_level_08|9:Hero/5_zhankuang/1_JianShi_W_level_09	2|80004|5|80002|7|80003|9|80001						1			5																															1			7000		1800			
301020	刃魂	Xhun		X魂		FALSE	1				TRUE	FALSE														cike1|cike2|cike3|cike4|cike5|cike6|cike7|cike8|cike9	ef_lefthand@3_Cike_w_01|ef_righthand@3_Cike_w_02	1:Hero/3_Cike/3_Cike_w_level_01@Hero/3_Cike/3_Cike_w_level_01|2:Hero/3_Cike/3_Cike_w_level_02@Hero/3_Cike/3_Cike_w_level_02|3:Hero/3_Cike/3_Cike_w_level_03@Hero/3_Cike/3_Cike_w_level_03|4:Hero/3_Cike/3_Cike_w_level_04@Hero/3_Cike/3_Cike_w_level_04|5:Hero/3_Cike/3_Cike_w_level_05@Hero/3_Cike/3_Cike_w_level_05|6:Hero/3_Cike/3_Cike_w_level_06@Hero/3_Cike/3_Cike_w_level_06|7:Hero/3_Cike/3_Cike_w_level_07@Hero/3_Cike/3_Cike_w_level_07|8:Hero/3_Cike/3_Cike_w_level_08@Hero/3_Cike/3_Cike_w_level_08|9:Hero/3_Cike/3_Cike_w_level_09@Hero/3_Cike/3_Cike_w_level_09	2|80004|5|80002|7|80003|9|80001						1			5																															1			7000		1800			
301030	掌魂	Xhun		X魂		FALSE	1				TRUE	FALSE														UI_Shenqi_01|UI_Shenqi_02|UI_Shenqi_03|UI_Shenqi_04|UI_Shenqi_01|UI_Shenqi_02|UI_Shenqi_03|UI_Shenqi_04|UI_Shenqi_01			2|80004|5|80002|7|80003|9|80001						1			5																															1			7000		1800			
302010	翅膀	Xhun		X魂		FALSE	2				TRUE	FALSE														UI_Shenqi_01|UI_Shenqi_02|UI_Shenqi_03|UI_Shenqi_04|UI_Shenqi_01|UI_Shenqi_02|UI_Shenqi_03|UI_Shenqi_04|UI_Shenqi_01			2|80004|5|80002|7|80003|9|80001						1			5																															1			9500		1500			
302011	羽毛翅膀	UI/GoodsPhoto/wing		翅膀	虽然不能带你飞翔，却可以赐予你强大的力量	TRUE	7				FALSE	TRUE															ef_back02@1_ChiBang_04						Hero/Public/1_ChiBang_04		1			4				19000		3000																									1								
303010	初级聚魂瓶	UI/GoodsPhoto/juhun1		材料	为武器魂提供少量战魂，提升武器战斗效果	FALSE					FALSE	FALSE										20													999			2																															1								
303020	中级聚魂瓶	UI/GoodsPhoto/juhun2		材料	为武器魂提供适量战魂，提升武器战斗效果	FALSE					FALSE	FALSE										40													999			3																															1								
303030	高级聚魂瓶	UI/GoodsPhoto/juhun3		材料	为武器魂提供大量战魂，提升武器战斗效果	FALSE					FALSE	FALSE										100													999			4																															1								
303011	初级魂石	UI/GoodsPhoto/99999		材料	用于升级翅膀，增加少量战魂	FALSE					FALSE	FALSE										20													999			2																															1								
303021	中级魂石	UI/GoodsPhoto/99999		材料	用于升级翅膀，增加适量战魂	FALSE					FALSE	FALSE										40													999			3																															1								
303031	高级魂石	UI/GoodsPhoto/99999		材料	用于升级翅膀，增加大量战魂	FALSE					FALSE	FALSE										100													999			4																															1								
400001	增强药剂	UI/GoodsPhoto/zengqiangyaoji		材料	用于强化伙伴的能力	FALSE					FALSE	FALSE	1013|1021|1031																						999			2																															1								
410001	魔石·席列	UI/GoodsPhoto/G5012		材料	用于召唤伙伴[ff0000]席列[-]，或者升级其技能	FALSE					FALSE	FALSE	1018|2056																						999			1																															1								
410002	魔石·忽伦	UI/GoodsPhoto/G5013		材料	用于召唤伙伴[ff0000]忽伦[-]，或者升级其技能	FALSE					FALSE	FALSE	2046																						999			1																															1								
410003	魔石·蒙多	UI/GoodsPhoto/G5011		材料	用于召唤伙伴[ff0000]蒙多[-]，或者升级其技能	FALSE					FALSE	FALSE	2043|2054|2063																						999			1																															1								
410004	魔石·布布	UI/GoodsPhoto/G1013		材料	用于召唤伙伴[ff0000]布布[-]，或者升级其技能	FALSE					FALSE	FALSE		可使用荣誉勋章在地精商人处兑换																					999			1																															1								
410005	魔石·蕾咪	UI/GoodsPhoto/G5026		材料	用于召唤伙伴[ff0000]蕾咪[-]，或者升级其技能	FALSE					FALSE	FALSE		可使用荣誉勋章在地精商人处兑换																					999			1																															1								
410006	魔石·穆拉	UI/GoodsPhoto/G5018		材料	用于召唤伙伴[ff0000]穆拉[-]，或者升级其技能	FALSE					FALSE	FALSE	2057|2062|2066																						999			1																															1								
410007	魔石·护法王	UI/GoodsPhoto/99999		材料	用于召唤伙伴[ff0000]圣城护法王[-]，或者升级其技能	FALSE					FALSE	FALSE	2049|2059																						999			1																															1								
410008	魔石·炎兽	UI/GoodsPhoto/99999		材料	用于召唤伙伴[ff0000]炎兽[-]，或者升级其技能	FALSE					FALSE	FALSE	2058|2064|2068																						999			1																															1								
410009	魔石·伊娜	UI/GoodsPhoto/99999		材料	用于召唤伙伴[ff0000]伊娜[-]，或者升级其技能	FALSE					FALSE	FALSE	2029|2048																						999			1																															1								
410010	魔石·朱洛夫	UI/GoodsPhoto/99999		材料	用于召唤伙伴[ff0000]朱洛夫[-]，或者升级其技能	FALSE					FALSE	FALSE	2044|2053																						999			1																															1								
