Id	Remarks	Name	ShowName	Level	NpcType	NpcFigure	Portrait	Scale	ParticleScale	CauseStiff	AcceptStiff	AcceptStiffEffect	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddWalkSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	SuperArmor	ViewRange	GohomeRange	ReleaseTime	IsRange	SkillList	DeadSkill	CanMove	CanHitMove	CanRotate	Model	ActionId	BornEffect	BornEffectTime	BornAnimTime	BornEffect	MeetEnemyImpact	MeetEnemyStayTime	MeetEnemyWalkTime	TauntSound	HitSound	DeadSound	IsAttachControler	AttachNodeName	CanBomb	Cross2StandTime	Cross2RunTime	DeadAnimTime	AvoidanceRadius	ShapeType	ShapeParamNum	ShapeParamName0	ShapeParam0	ShapeParamName1	ShapeParam1	ShapeParamName2	ShapeParam2	ShapeParamName3	ShapeParam3	ShapeParamName4	ShapeParam4	ShapeParamName5	ShapeParam5	ShapeParamName6	ShapeParam6	ShapeParamName7	ShapeParam7
102302	矿工水晶爆破者	矿工爆破者		9	0	0	G2032			FALSE	TRUE		55800	10000	3000	2250	2250	5	150	105	105	0	0	345	112	0	2250		2250	0	2250	0	50	600	FALSE	10	1000	400	TRUE	310301		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_BombMiner_01	2032	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102303	小鼠人	小鼠人		9	0	0	G1053			FALSE	TRUE		55800	10000	3000	2250	2250	5	150	105	105	0	0	500	100	0	2250		2250	0	2250	0	50	600	FALSE	7	1000	400	TRUE	300504		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102304	进攻矿工锄头	矿工挖掘者		9	0	0	G2031			FALSE	TRUE		69700	10000	2700	2250	2250	5	150	105	105	0	0	345	112	0	2250		2250	0	2250	0	50	600	FALSE	50	1000	400	TRUE	310303|310304		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_HoeMiner_01	2031	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102305	进攻矿工水晶爆破者	矿工爆破者		9	0	0	G2032			FALSE	TRUE		55800	10000	3000	2250	2250	5	150	105	105	0	0	345	112	0	2250		2250	0	2250	0	50	600	FALSE	50	1000	400	TRUE	310301		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_BombMiner_01	2032	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102306	进攻小鼠人	小鼠人		9	0	0	G1053			FALSE	TRUE		55800	10000	3000	2250	2250	5	150	105	105	0	0	500	100	0	2250		2250	0	2250	0	50	600	FALSE	50	1000	400	TRUE	300504		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102307	BOSS沙漠巨石	魔山		9	0	0	G3061	1.3		TRUE	FALSE		886400	10000	12000	4500	4500	5	150	105	105	0	0	150	150	0	2250		2250	0	2250	0	50	600	FALSE	10	1000	400	TRUE	320605|320606|320607		TRUE	TRUE	TRUE	Monster/Campaign_Desert/06_Rock/5_Boss_YanShiGuai_01	3061						1000	1500						FALSE				1	Circle	1	半径	0.3														
102397	蕾咪	蕾咪		4	7		G5026			TRUE	TRUE		119000	10000	800	1500	1500	5	150	105	105	0	0	400	200	0	2250		2250	0	2250	0	50	600	FALSE	10	1000	400	TRUE	440000|440101|440102|440103|440201|4402011|440301|440401|440501		TRUE	TRUE	TRUE	Monster/Boss/5_IP_LeiMi_01	5026						1000	1500						FALSE				1	Circle	1	半径	0.3														
102398	剧情席列	席列		5	7		G5012	0.95		TRUE	TRUE		665200	10000	5000	5000	5000	25	190	155	155	0	0	400	200	0	2500		2500	0	2500	0	50	600	FALSE	10	1000	400	TRUE	380201|380202|380203|380205|380207|380209|380210		TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_Xilie_01	5012						1000	1500						FALSE				1	Circle	1	半径	0.3														
102399	忽伦	忽伦		2	7		G5013			TRUE	TRUE		261600	10000	4000	1000	1000	25	190	155	155	0	0	400	200	0	500		500	0	500	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500						FALSE				1	Circle	1	半径	0.3														
#剧情关2-4																																																																																	
102401	矿工锄头	矿工挖掘者		10	0	0	G2031			FALSE	TRUE		124500	10000	3000	2500	2500	5	150	105	105	0	0	345	112	0	2500		2500	0	2500	0	50	600	FALSE	9	1000	400	TRUE	310303|310304		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_HoeMiner_01	2031	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102402	小鼠人	小鼠人		10	0	0	G1053			FALSE	TRUE		103700	10000	3400	2500	2500	5	150	105	105	0	0	500	100	0	2500		2500	0	2500	0	50	600	FALSE	7	1000	400	TRUE	300504		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102403	瘟疫鼠人	瘟疫鼠人		10	0	0	G1052			FALSE	TRUE		83000	10000	3800	2500	2500	5	150	105	105	0	0	300	100	0	2500		2500	0	2500	0	50	600	FALSE	8	1000	400	TRUE	300503		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_PlagueMouse_01	1052	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102404	进攻矿工锄头	矿工挖掘者		10	0	0	G2031			FALSE	TRUE		124500	10000	3000	2500	2500	5	150	105	105	0	0	345	112	0	2500		2500	0	2500	0	50	600	FALSE	50	1000	400	TRUE	310303|310304		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_HoeMiner_01	2031	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102405	进攻小鼠人	小鼠人		10	0	0	G1053			FALSE	TRUE		103700	10000	3400	2500	2500	5	150	105	105	0	0	500	100	0	2500		2500	0	2500	0	50	600	FALSE	50	1000	400	TRUE	300504		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102406	进攻瘟疫鼠人	瘟疫鼠人		10	0	0	G1052			FALSE	TRUE		83000	10000	3800	2500	2500	5	150	105	105	0	0	300	100	0	2500		2500	0	2500	0	50	600	FALSE	50	1000	400	TRUE	300503		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_PlagueMouse_01	1052	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102407	BOSS鼠人精英	钢背穿山鼠		10	0	1	G1051	1.5		TRUE	TRUE		829600	10000	8800	5000	5000	5	150	105	105	0	0	600	100	0	2500		2500	0	2500	0	50	600	FALSE	10	1000	400	TRUE	300501|300502|300505		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_BurrowMouse_01	1051						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102497	蕾咪	蕾咪		4	7		G5026			TRUE	TRUE		119000	10000	800	1500	1500	5	150	105	105	0	0	400	200	0	2500		2500	0	2500	0	50	600	FALSE	10	1000	400	TRUE	440000|440101|440102|440103|440201|4402011|440301|440401|440501		TRUE	TRUE	TRUE	Monster/Boss/5_IP_LeiMi_01	5026						1000	1500						FALSE				1	Circle	1	半径	0.3														
102498	剧情席列	席列		5	7		G5012	0.95		TRUE	TRUE		665200	10000	5000	5000	5000	25	190	155	155	0	0	400	165	0	2500		2500	0	2500	0	50	600	FALSE	10	1000	400	TRUE	380201|380202|380203|380205|380207|380209|380210		TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_Xilie_01	5012						1000	1500						FALSE				1	Circle	1	半径	0.3														
102499	忽伦	忽伦		2	7		G5013			TRUE	TRUE		261600	10000	4000	1000	1000	25	190	155	155	0	0	400	200	0	500		500	0	500	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500						FALSE				1	Circle	1	半径	0.3														
#剧情关2-5																																																																																	
102501	圣卫军剑盾兵	圣卫剑盾兵		11	0		G3021			TRUE	TRUE		137400	10000	3100	2750	2750	5	150	105	105	0	0	345	112	0	2750		2750	0	2750	0	50	600	FALSE	10	1000	400	TRUE	320201|320202|320203		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJBlade_01	3021						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102502	圣卫军长矛兵	圣卫长矛兵		11	0		G3022			FALSE	TRUE		114500	10000	3300	2750	2750	5	150	105	105	0	0	345	112	0	2750		2750	0	2750	0	50	600	FALSE	10	1000	400	TRUE	320204|320205		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJSpear_01	3022						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102503	圣卫军飞轮兵	圣卫飞轮兵		11	0		G3023			FALSE	TRUE		91600	10000	2500	2750	2750	5	150	105	105	0	0	345	112	0	2750		2750	0	2750	0	50	600	FALSE	10	1000	400	TRUE	320206|320207		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102504	进攻圣卫军剑盾兵	圣卫剑盾兵		11	0		G3021			TRUE	TRUE		137400	10000	3100	2750	2750	5	150	105	105	0	0	345	112	0	2750		2750	0	2750	0	50	600	FALSE	50	1000	400	TRUE	320201|320202|320203		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJBlade_01	3021						0	0		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102505	进攻圣卫军长矛兵	圣卫长矛兵		11	0		G3022			FALSE	TRUE		114500	10000	3300	2750	2750	5	150	105	105	0	0	345	112	0	2750		2750	0	2750	0	50	600	FALSE	50	1000	400	TRUE	320204|320205		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJSpear_01	3022						0	0		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102506	进攻圣卫军飞轮兵	圣卫飞轮兵		11	0		G3023			FALSE	TRUE		91600	10000	3000	2750	2750	5	150	105	105	0	0	345	112	0	2750		2750	0	2750	0	50	600	FALSE	50	1000	400	TRUE	320206|320207		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023						0	0		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102507	boss壮汉大锤	炼狱战锤		11	0	2	G1061	1.4		TRUE	TRUE		916000	10000	8000	5500	5500	5	150	105	105	0	0	350	112	0	2750		2750	0	2750	0	50	600	FALSE	10	1000	400	TRUE	300605|300606		TRUE	TRUE	TRUE	Monster/Campaign_Wild/06_BlackSmith/5_Mon_KAWarhammer_01	1061						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102596	助战席列	席列		1	12	2	G5012	0.95		TRUE	TRUE		5009000	10000	11500	5500	5500	5	150	105	105	1000000	0	550	150	0	2750		2750	0	2750	0	50	600	FALSE	10	1000	400	TRUE	380501|380502|380504|380506|380508|380510|380512		TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_XiLie_01	5012						0	0						FALSE				1	Circle	1	半径	0.3														
102597	蕾咪	蕾咪		4	7		G5026			TRUE	TRUE		119000	10000	800	1500	1500	5	150	105	105	0	0	550	200	0	2750		2750	0	2750	0	50	600	FALSE	10	1000	400	TRUE	440000|440101|440102|440103|440201|4402011|440301|440401|440501		TRUE	TRUE	TRUE	Monster/Boss/5_IP_LeiMi_01	5026						1000	1500						FALSE				1	Circle	1	半径	0.3														
102598	剧情席列	席列		5	7		G5012	0.95		TRUE	TRUE		665200	10000	5000	5000	5000	25	190	155	155	0	0	430	200	0	2500		2500	0	2500	0	50	600	FALSE	10	1000	400	TRUE	380201|380202|380203|380205|380207|380209|380210		TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_Xilie_01	5012						1000	1500						FALSE				1	Circle	1	半径	0.3														
102599	忽伦	忽伦		2	7		G5013			TRUE	TRUE		261600	10000	4000	1000	1000	25	190	155	155	0	0	400	200	0	500		500	0	500	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500						FALSE				1	Circle	1	半径	0.3														
#剧情关2-6																																																																																	
102601	圣卫军长矛兵	圣卫长矛兵		12	0		G3022			FALSE	TRUE		133000	10000	4700	3000	3000	5	150	105	105	0	0	345	112	0	3000		3000	0	3000	0	50	600	FALSE	10	1000	400	TRUE	320204|320205		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJSpear_01	3022						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102602	圣卫军飞轮兵	圣卫飞轮兵		12	0		G3023			FALSE	TRUE		106400	10000	5200	3000	3000	5	150	105	105	0	0	345	112	0	3000		3000	0	3000	0	50	600	FALSE	10	1000	400	TRUE	320206|320207		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
102603	魔化狂战士BOSS	蒙多		14	0		G5011	0.9		TRUE	TRUE		1504000	10000	10200	7000	7000	25	190	155	155	0	0	400	150	0	3500		3500	0	3500	0	50	600	FALSE	10	1000	400	TRUE	380101|380102|380103|380104|380105|380106		TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_NiuTou_01	5011						1000	1500						FALSE				1	Circle	1	半径	0.3														
102604	伊娜BOSS	伊娜		14	0	10	G5014			TRUE	TRUE		1300000	10000	6800	7000	7000	25	190	155	155	0	0	400	150	0	3500		3500	0	3500	0	50	600	FALSE	10	1000	400	TRUE	400001|400002|400003|400004|400005|400006|400011|400012|400013|400014|400015|400016|400101|400201|400301|400401|400402|400403|400404|400501|400502|400503|400511|400512|400513|400514|400515|400516|400517|400518|400519|400601|4006011|4006012|4006013|4006014		TRUE	TRUE	TRUE	Monster/BOSS/5_IP_YiNa_02	5014						1000	1500		Sound/Npc/SE/female_hit_01|Sound/Npc/SE/female_hit_02|Sound/Npc/SE/female_hit_03	Sound/Npc/SE/female_dead_01|Sound/Npc/SE/female_dead_02|Sound/Npc/SE/female_dead_03			FALSE				1	Circle	1	半径	0.3														
#剧情关2-7																																																																																	
102701	斧头布鲁夫	哥布林斧手		13	0		G1011			TRUE	TRUE		153300	10000	4800	3250	3250	5	150	105	105	0	0	345	112	0	3250		3250	0	3250	0	50	200	FALSE	8	1000	400	TRUE	300103|300104		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102702	掷矛布鲁夫	哥布林矛兵		13	0		G1012			FALSE	TRUE		133400	10000	5100	3250	3250	5	150	105	105	0	0	345	112	0	3250		3250	0	3250	0	50	200	FALSE	10	1000	400	TRUE	300105		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102703	纵火布鲁夫	哥布林火徒		13	0		G1014			FALSE	TRUE		122700	10000	5300	3250	3250	5	150	105	105	0	0	345	112	0	3250		3250	0	3250	0	50	200	FALSE	10	1000	400	TRUE	300106		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102704	进攻斧头布鲁夫	哥布林斧手		13	0		G1011			TRUE	TRUE		153300	10000	4800	3250	3250	5	150	105	105	0	0	345	112	0	3250		3250	0	3250	0	50	200	FALSE	50	1000	400	TRUE	300103|300104		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102705	进攻掷矛布鲁夫	哥布林矛兵		13	0		G1012			FALSE	TRUE		133400	10000	5100	3250	3250	5	150	105	105	0	0	345	112	0	3250		3250	0	3250	0	50	200	FALSE	50	1000	400	TRUE	300105		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102706	进攻纵火布鲁夫	哥布林火徒		13	0		G1014			FALSE	TRUE		122700	10000	5300	3250	3250	5	150	105	105	0	0	345	112	0	3250		3250	0	3250	0	50	200	FALSE	50	1000	400	TRUE	300106		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102707	BOSS骨斧狼人	骨斧狼战士		13	0	1	G1022	1.5		TRUE	TRUE		1740000	10000	11500	6500	6500	5	150	105	105	0	0	400	150	0	3250		3250	0	3250	0	50	600	FALSE	10	1000	400	TRUE	300203|300205		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010014	1000	1500		Sound/Npc/SE/wolf_hit_01|Sound/Npc/SE/wolf_hit_02	Sound/Npc/SE/wolf_dead_01|Sound/Npc/SE/wolf_dead_02			FALSE				1	Circle	1	半径	0.3														
102797	蕾咪	蕾咪		4	7		G5026			TRUE	TRUE		119000	10000	800	1500	1500	5	150	105	105	0	0	550	200	0	3250		3250	0	3250	0	50	600	FALSE	10	1000	400	TRUE	440000|440101|440102|440103|440201|4402011|440301|440401|440501		TRUE	TRUE	TRUE	Monster/Boss/5_IP_LeiMi_01	5026						1000	1500						FALSE				1	Circle	1	半径	0.3														
102798	剧情席列	席列		5	7		G5012			TRUE	TRUE		665200	10000	5000	5000	5000	25	190	155	155	0	0	430	200	0	2500		2500	0	2500	0	50	600	FALSE	10	1000	400	TRUE	380201|380202|380203|380205|380207|380209|380210		TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_Xilie_01	5012						1000	1500						FALSE				1	Circle	1	半径	0.3														
102799	忽伦	忽伦		2	7		G5013			TRUE	TRUE		261600	10000	4000	1000	1000	25	190	155	155	0	0	400	200	0	500		500	0	500	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500						FALSE				1	Circle	1	半径	0.3														
#剧情关2-8																																																																																	
102801	斧头布鲁夫	哥布林斧手		14	0		G1011			TRUE	TRUE		175500	10000	5000	3500	3500	5	150	105	105	0	0	345	112	0	3500		3500	0	3500	0	50	200	FALSE	8	1000	400	TRUE	300103|300104		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102802	纵火布鲁夫	哥布林火徒		14	0		G1014			FALSE	TRUE		150400	10000	5400	3500	3500	5	150	105	105	0	0	345	112	0	3500		3500	0	3500	0	50	200	FALSE	10	1000	400	TRUE	300106		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
102803	骨斧小狼人	骨斧小狼人		14	0		G1022			FALSE	TRUE		140400	10000	5500	3500	3500	5	150	105	105	0	0	345	112	0	3500		3500	0	3500	0	50	600	FALSE	10	1000	400	TRUE	300203|300204		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500		Sound/Npc/SE/wolf_hit_01|Sound/Npc/SE/wolf_hit_02	Sound/Npc/SE/wolf_dead_01|Sound/Npc/SE/wolf_dead_02			FALSE				1	Circle	1	半径	0.3														
