Id	LinkId	FightingScore	MonsterType	AttributeId
79	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	38070	0	79|79|79|79|79|79|79|79|79|79|1079|1079|1079|1079|1079|1079|1079|1079|1079|1079|2079|2079|2079|2079|2079|2079|2079|2079|2079|2079
80	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	38730	0	80|80|80|80|80|80|80|80|80|80|1080|1080|1080|1080|1080|1080|1080|1080|1080|1080|2080|2080|2080|2080|2080|2080|2080|2080|2080|2080
81	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	39390	0	81|81|81|81|81|81|81|81|81|81|1081|1081|1081|1081|1081|1081|1081|1081|1081|1081|2081|2081|2081|2081|2081|2081|2081|2081|2081|2081
82	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	40050	0	82|82|82|82|82|82|82|82|82|82|1082|1082|1082|1082|1082|1082|1082|1082|1082|1082|2082|2082|2082|2082|2082|2082|2082|2082|2082|2082
83	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	40710	0	83|83|83|83|83|83|83|83|83|83|1083|1083|1083|1083|1083|1083|1083|1083|1083|1083|2083|2083|2083|2083|2083|2083|2083|2083|2083|2083
84	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	41110	0	84|84|84|84|84|84|84|84|84|84|1084|1084|1084|1084|1084|1084|1084|1084|1084|1084|2084|2084|2084|2084|2084|2084|2084|2084|2084|2084
85	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	41770	0	85|85|85|85|85|85|85|85|85|85|1085|1085|1085|1085|1085|1085|1085|1085|1085|1085|2085|2085|2085|2085|2085|2085|2085|2085|2085|2085
86	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	42430	0	86|86|86|86|86|86|86|86|86|86|1086|1086|1086|1086|1086|1086|1086|1086|1086|1086|2086|2086|2086|2086|2086|2086|2086|2086|2086|2086
87	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	43090	0	87|87|87|87|87|87|87|87|87|87|1087|1087|1087|1087|1087|1087|1087|1087|1087|1087|2087|2087|2087|2087|2087|2087|2087|2087|2087|2087
88	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	43750	0	88|88|88|88|88|88|88|88|88|88|1088|1088|1088|1088|1088|1088|1088|1088|1088|1088|2088|2088|2088|2088|2088|2088|2088|2088|2088|2088
89	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	44150	0	89|89|89|89|89|89|89|89|89|89|1089|1089|1089|1089|1089|1089|1089|1089|1089|1089|2089|2089|2089|2089|2089|2089|2089|2089|2089|2089
90	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	44730	0	90|90|90|90|90|90|90|90|90|90|1090|1090|1090|1090|1090|1090|1090|1090|1090|1090|2090|2090|2090|2090|2090|2090|2090|2090|2090|2090
91	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	45310	0	91|91|91|91|91|91|91|91|91|91|1091|1091|1091|1091|1091|1091|1091|1091|1091|1091|2091|2091|2091|2091|2091|2091|2091|2091|2091|2091
92	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	45900	0	92|92|92|92|92|92|92|92|92|92|1092|1092|1092|1092|1092|1092|1092|1092|1092|1092|2092|2092|2092|2092|2092|2092|2092|2092|2092|2092
93	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	46480	0	93|93|93|93|93|93|93|93|93|93|1093|1093|1093|1093|1093|1093|1093|1093|1093|1093|2093|2093|2093|2093|2093|2093|2093|2093|2093|2093
94	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	47060	0	94|94|94|94|94|94|94|94|94|94|1094|1094|1094|1094|1094|1094|1094|1094|1094|1094|2094|2094|2094|2094|2094|2094|2094|2094|2094|2094
95	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	47650	0	95|95|95|95|95|95|95|95|95|95|1095|1095|1095|1095|1095|1095|1095|1095|1095|1095|2095|2095|2095|2095|2095|2095|2095|2095|2095|2095
96	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	48230	0	96|96|96|96|96|96|96|96|96|96|1096|1096|1096|1096|1096|1096|1096|1096|1096|1096|2096|2096|2096|2096|2096|2096|2096|2096|2096|2096
97	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	48820	0	97|97|97|97|97|97|97|97|97|97|1097|1097|1097|1097|1097|1097|1097|1097|1097|1097|2097|2097|2097|2097|2097|2097|2097|2097|2097|2097
98	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	49400	0	98|98|98|98|98|98|98|98|98|98|1098|1098|1098|1098|1098|1098|1098|1098|1098|1098|2098|2098|2098|2098|2098|2098|2098|2098|2098|2098
99	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	49980	0	99|99|99|99|99|99|99|99|99|99|1099|1099|1099|1099|1099|1099|1099|1099|1099|1099|2099|2099|2099|2099|2099|2099|2099|2099|2099|2099
100	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	50570	0	100|100|100|100|100|100|100|100|100|100|1100|1100|1100|1100|1100|1100|1100|1100|1100|1100|2100|2100|2100|2100|2100|2100|2100|2100|2100|2100
101	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	51150	0	101|101|101|101|101|101|101|101|101|101|1101|1101|1101|1101|1101|1101|1101|1101|1101|1101|2101|2101|2101|2101|2101|2101|2101|2101|2101|2101
102	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	51730	0	102|102|102|102|102|102|102|102|102|102|1102|1102|1102|1102|1102|1102|1102|1102|1102|1102|2102|2102|2102|2102|2102|2102|2102|2102|2102|2102
103	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	52320	0	103|103|103|103|103|103|103|103|103|103|1103|1103|1103|1103|1103|1103|1103|1103|1103|1103|2103|2103|2103|2103|2103|2103|2103|2103|2103|2103
104	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	52900	0	104|104|104|104|104|104|104|104|104|104|1104|1104|1104|1104|1104|1104|1104|1104|1104|1104|2104|2104|2104|2104|2104|2104|2104|2104|2104|2104
105	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	53490	0	105|105|105|105|105|105|105|105|105|105|1105|1105|1105|1105|1105|1105|1105|1105|1105|1105|2105|2105|2105|2105|2105|2105|2105|2105|2105|2105
106	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	54070	0	106|106|106|106|106|106|106|106|106|106|1106|1106|1106|1106|1106|1106|1106|1106|1106|1106|2106|2106|2106|2106|2106|2106|2106|2106|2106|2106
107	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	54650	0	107|107|107|107|107|107|107|107|107|107|1107|1107|1107|1107|1107|1107|1107|1107|1107|1107|2107|2107|2107|2107|2107|2107|2107|2107|2107|2107
108	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	55240	0	108|108|108|108|108|108|108|108|108|108|1108|1108|1108|1108|1108|1108|1108|1108|1108|1108|2108|2108|2108|2108|2108|2108|2108|2108|2108|2108
109	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	55820	0	109|109|109|109|109|109|109|109|109|109|1109|1109|1109|1109|1109|1109|1109|1109|1109|1109|2109|2109|2109|2109|2109|2109|2109|2109|2109|2109
110	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	56400	0	110|110|110|110|110|110|110|110|110|110|1110|1110|1110|1110|1110|1110|1110|1110|1110|1110|2110|2110|2110|2110|2110|2110|2110|2110|2110|2110
111	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	56990	0	111|111|111|111|111|111|111|111|111|111|1111|1111|1111|1111|1111|1111|1111|1111|1111|1111|2111|2111|2111|2111|2111|2111|2111|2111|2111|2111
112	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	57570	0	112|112|112|112|112|112|112|112|112|112|1112|1112|1112|1112|1112|1112|1112|1112|1112|1112|2112|2112|2112|2112|2112|2112|2112|2112|2112|2112
113	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	58150	0	113|113|113|113|113|113|113|113|113|113|1113|1113|1113|1113|1113|1113|1113|1113|1113|1113|2113|2113|2113|2113|2113|2113|2113|2113|2113|2113
114	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	58740	0	114|114|114|114|114|114|114|114|114|114|1114|1114|1114|1114|1114|1114|1114|1114|1114|1114|2114|2114|2114|2114|2114|2114|2114|2114|2114|2114
115	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	59320	0	115|115|115|115|115|115|115|115|115|115|1115|1115|1115|1115|1115|1115|1115|1115|1115|1115|2115|2115|2115|2115|2115|2115|2115|2115|2115|2115
116	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	59910	0	116|116|116|116|116|116|116|116|116|116|1116|1116|1116|1116|1116|1116|1116|1116|1116|1116|2116|2116|2116|2116|2116|2116|2116|2116|2116|2116
117	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	60490	0	117|117|117|117|117|117|117|117|117|117|1117|1117|1117|1117|1117|1117|1117|1117|1117|1117|2117|2117|2117|2117|2117|2117|2117|2117|2117|2117
118	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	61070	0	118|118|118|118|118|118|118|118|118|118|1118|1118|1118|1118|1118|1118|1118|1118|1118|1118|2118|2118|2118|2118|2118|2118|2118|2118|2118|2118
119	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	61660	0	119|119|119|119|119|119|119|119|119|119|1119|1119|1119|1119|1119|1119|1119|1119|1119|1119|2119|2119|2119|2119|2119|2119|2119|2119|2119|2119
120	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	62240	0	120|120|120|120|120|120|120|120|120|120|1120|1120|1120|1120|1120|1120|1120|1120|1120|1120|2120|2120|2120|2120|2120|2120|2120|2120|2120|2120
121	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	62820	0	121|121|121|121|121|121|121|121|121|121|1121|1121|1121|1121|1121|1121|1121|1121|1121|1121|2121|2121|2121|2121|2121|2121|2121|2121|2121|2121
122	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	63410	0	122|122|122|122|122|122|122|122|122|122|1122|1122|1122|1122|1122|1122|1122|1122|1122|1122|2122|2122|2122|2122|2122|2122|2122|2122|2122|2122
123	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	63990	0	123|123|123|123|123|123|123|123|123|123|1123|1123|1123|1123|1123|1123|1123|1123|1123|1123|2123|2123|2123|2123|2123|2123|2123|2123|2123|2123
124	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	64580	0	124|124|124|124|124|124|124|124|124|124|1124|1124|1124|1124|1124|1124|1124|1124|1124|1124|2124|2124|2124|2124|2124|2124|2124|2124|2124|2124
125	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	65160	0	125|125|125|125|125|125|125|125|125|125|1125|1125|1125|1125|1125|1125|1125|1125|1125|1125|2125|2125|2125|2125|2125|2125|2125|2125|2125|2125
126	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	65740	0	126|126|126|126|126|126|126|126|126|126|1126|1126|1126|1126|1126|1126|1126|1126|1126|1126|2126|2126|2126|2126|2126|2126|2126|2126|2126|2126
127	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	66330	0	127|127|127|127|127|127|127|127|127|127|1127|1127|1127|1127|1127|1127|1127|1127|1127|1127|2127|2127|2127|2127|2127|2127|2127|2127|2127|2127
128	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	66910	0	128|128|128|128|128|128|128|128|128|128|1128|1128|1128|1128|1128|1128|1128|1128|1128|1128|2128|2128|2128|2128|2128|2128|2128|2128|2128|2128
129	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	67490	0	129|129|129|129|129|129|129|129|129|129|1129|1129|1129|1129|1129|1129|1129|1129|1129|1129|2129|2129|2129|2129|2129|2129|2129|2129|2129|2129
130	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	68080	0	130|130|130|130|130|130|130|130|130|130|1130|1130|1130|1130|1130|1130|1130|1130|1130|1130|2130|2130|2130|2130|2130|2130|2130|2130|2130|2130
131	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	68660	0	131|131|131|131|131|131|131|131|131|131|1131|1131|1131|1131|1131|1131|1131|1131|1131|1131|2131|2131|2131|2131|2131|2131|2131|2131|2131|2131
132	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	69240	0	132|132|132|132|132|132|132|132|132|132|1132|1132|1132|1132|1132|1132|1132|1132|1132|1132|2132|2132|2132|2132|2132|2132|2132|2132|2132|2132
133	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	69670	0	133|133|133|133|133|133|133|133|133|133|1133|1133|1133|1133|1133|1133|1133|1133|1133|1133|2133|2133|2133|2133|2133|2133|2133|2133|2133|2133
134	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	70100	0	134|134|134|134|134|134|134|134|134|134|1134|1134|1134|1134|1134|1134|1134|1134|1134|1134|2134|2134|2134|2134|2134|2134|2134|2134|2134|2134
135	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	70660	0	135|135|135|135|135|135|135|135|135|135|1135|1135|1135|1135|1135|1135|1135|1135|1135|1135|2135|2135|2135|2135|2135|2135|2135|2135|2135|2135
136	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	71210	0	136|136|136|136|136|136|136|136|136|136|1136|1136|1136|1136|1136|1136|1136|1136|1136|1136|2136|2136|2136|2136|2136|2136|2136|2136|2136|2136
137	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	71640	0	137|137|137|137|137|137|137|137|137|137|1137|1137|1137|1137|1137|1137|1137|1137|1137|1137|2137|2137|2137|2137|2137|2137|2137|2137|2137|2137
138	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	72070	0	138|138|138|138|138|138|138|138|138|138|1138|1138|1138|1138|1138|1138|1138|1138|1138|1138|2138|2138|2138|2138|2138|2138|2138|2138|2138|2138
139	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	72500	0	139|139|139|139|139|139|139|139|139|139|1139|1139|1139|1139|1139|1139|1139|1139|1139|1139|2139|2139|2139|2139|2139|2139|2139|2139|2139|2139
140	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	72930	0	140|140|140|140|140|140|140|140|140|140|1140|1140|1140|1140|1140|1140|1140|1140|1140|1140|2140|2140|2140|2140|2140|2140|2140|2140|2140|2140
141	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	73360	0	141|141|141|141|141|141|141|141|141|141|1141|1141|1141|1141|1141|1141|1141|1141|1141|1141|2141|2141|2141|2141|2141|2141|2141|2141|2141|2141
142	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	73790	0	142|142|142|142|142|142|142|142|142|142|1142|1142|1142|1142|1142|1142|1142|1142|1142|1142|2142|2142|2142|2142|2142|2142|2142|2142|2142|2142
143	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	74220	0	143|143|143|143|143|143|143|143|143|143|1143|1143|1143|1143|1143|1143|1143|1143|1143|1143|2143|2143|2143|2143|2143|2143|2143|2143|2143|2143
144	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	74650	0	144|144|144|144|144|144|144|144|144|144|1144|1144|1144|1144|1144|1144|1144|1144|1144|1144|2144|2144|2144|2144|2144|2144|2144|2144|2144|2144
145	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	75080	0	145|145|145|145|145|145|145|145|145|145|1145|1145|1145|1145|1145|1145|1145|1145|1145|1145|2145|2145|2145|2145|2145|2145|2145|2145|2145|2145
146	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	75510	0	146|146|146|146|146|146|146|146|146|146|1146|1146|1146|1146|1146|1146|1146|1146|1146|1146|2146|2146|2146|2146|2146|2146|2146|2146|2146|2146
147	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	75940	0	147|147|147|147|147|147|147|147|147|147|1147|1147|1147|1147|1147|1147|1147|1147|1147|1147|2147|2147|2147|2147|2147|2147|2147|2147|2147|2147
148	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	76370	0	148|148|148|148|148|148|148|148|148|148|1148|1148|1148|1148|1148|1148|1148|1148|1148|1148|2148|2148|2148|2148|2148|2148|2148|2148|2148|2148
149	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	76800	0	149|149|149|149|149|149|149|149|149|149|1149|1149|1149|1149|1149|1149|1149|1149|1149|1149|2149|2149|2149|2149|2149|2149|2149|2149|2149|2149
150	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	77230	0	150|150|150|150|150|150|150|150|150|150|1150|1150|1150|1150|1150|1150|1150|1150|1150|1150|2150|2150|2150|2150|2150|2150|2150|2150|2150|2150
151	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	77660	0	151|151|151|151|151|151|151|151|151|151|1151|1151|1151|1151|1151|1151|1151|1151|1151|1151|2151|2151|2151|2151|2151|2151|2151|2151|2151|2151
152	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	78090	0	152|152|152|152|152|152|152|152|152|152|1152|1152|1152|1152|1152|1152|1152|1152|1152|1152|2152|2152|2152|2152|2152|2152|2152|2152|2152|2152
153	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	78520	0	153|153|153|153|153|153|153|153|153|153|1153|1153|1153|1153|1153|1153|1153|1153|1153|1153|2153|2153|2153|2153|2153|2153|2153|2153|2153|2153
154	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	78950	0	154|154|154|154|154|154|154|154|154|154|1154|1154|1154|1154|1154|1154|1154|1154|1154|1154|2154|2154|2154|2154|2154|2154|2154|2154|2154|2154
155	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	79380	0	155|155|155|155|155|155|155|155|155|155|1155|1155|1155|1155|1155|1155|1155|1155|1155|1155|2155|2155|2155|2155|2155|2155|2155|2155|2155|2155
156	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	79810	0	156|156|156|156|156|156|156|156|156|156|1156|1156|1156|1156|1156|1156|1156|1156|1156|1156|2156|2156|2156|2156|2156|2156|2156|2156|2156|2156
