Id	LogicDataFile	Description	TrueDescription	Icon	ActivateLevel	Passivity	RangeMin	RangeMax	SkillCoefficient	TargetType	TargetSelectType	CD	CastTime	MinusCD	CostHp	CostRage	CostEnergy	CostEnergyCore	CostItemId	BreakType	Category	LevelUpCostType	LevelUpVigorType	LiftSkillId	LiftCostItem	LiftCostItemNum	CanStartWhenStiffness	CanStartWhenHitFly	CanStartWhenKnockDown	NextSkillId	QSkillId	ESkillId	LockInputTime	NextInputTime	TargetChooseRange	ShowName	ShowDescription	ShowAtlasPath	ShowIconName	ShowCD	ShowHitNum	ShowScore	ShowSteps	ShowCostEnergy	ShowDamage	ShowDamagePerLevel	ShowSteps2Dec	ShowSteps3Dec	ShowSteps4Dec
131001	fashi/fashi_yuansuxingtai.dsl	元素形态1			1	0			0	2	2	1			0		0	0	0	30		8											0.6	4		冰火走廊	制造一个冰火走廊将敌人困住。	UI_AtlasDynamic/skill/skill	js01	7	8		1	7	7.5	0.3			
131002	fashi/fashi_yuansuxingtai.dsl	元素形态2			1	0			0	2	2	1			0		0	0	0	30		8											0.6	4		冰火走廊		UI_AtlasDynamic/skill/skill	js01	0			1	0	7.5	0.3			
131031	fashi/fashi_yuansuxingtai.dsl	召唤物：寒冰球			1	0			0	2	2	0			0		0	0	0	10																													
131032	fashi/fashi_yuansuxingtai.dsl	召唤物：赤炎球			1	0			0	2	2	0			0		0	0	0	10																													
131033	fashi/fashi_yuansuxingtai.dsl	寒冰球爆破			1	0			0	2	2	0			0		0	0	0	10																													
131034	fashi/fashi_yuansuxingtai.dsl	赤炎球爆破			1	0			0	2	2	0			0		0	0	0	10																													
131101	fashi/fashi_ex.dsl	ex技能			1	0			0	2	2	1			0		0	0	0	30		8											0.6	4		冰火走廊	制造一个冰火走廊将敌人困住。	UI_AtlasDynamic/skill/skill	js01	7	8		1	7	7.5	0.3			
131111	fashi/fashi_ex.dsl	召唤物：混沌魔人			1	0			0	2	2	0			0		0	0	0	10																													
131112	fashi/fashi_ex.dsl	召唤物：冰球			1	0			0	2	2	0			0		0	0	0	10																													
131113	fashi/fashi_ex.dsl	召唤物：火球			1	0			0	2	2	0			0		0	0	0	10																													
131114	fashi/fashi_ex.dsl	混沌魔人冰球			1	0			0	2	2	0			0		0	0	0	10																													
131115	fashi/fashi_ex.dsl	混沌魔人火球			1	0			0	2	2	0			0		0	0	0	10																													
131116	fashi/fashi_ex.dsl	混沌魔人毁灭			1	0			0	2	2	0			0		0	0	0	10																													
131117	fashi/fashi_ex.dsl	冰球爆炸			1	0			0	2	2	0			0		0	0	0	10																													
131118	fashi/fashi_ex.dsl	火球爆炸			1	0			0	2	2	0			0		0	0	0	10																													
131201	fashi/fashi_gedangfanji.dsl	格挡反击			1	0			0	2	2	1			0		0	0	0	30		8											0.6	4		冰火走廊	制造一个冰火走廊将敌人困住。	UI_AtlasDynamic/skill/skill	js01	7	8		1	7	7.5	0.3			
131301	fashi/fashi_baoqi.dsl	暴气			1	0			0	2	2	1			0	300	0	0	0	20	14						TRUE	TRUE	TRUE				0	2		暴气技	立即解除控制，将敌人震飞。	UI_AtlasDynamic/skill/skill	js05	0			1	0	50	2			
#战士																																																	
160000	zhankuang/zhankuang_combat2idle.dsl	战士从战斗状态切换为非战状态			1	0			0	2	2	1			0		0	0	0	0	12												0	1										0					
160001	zhankuang/zhankuang_pugong.dsl	战士普攻1			1	0			0	2	2	0.1			0		0	0	0	10	1									160002			0.1	0.9				UI_AtlasDynamic/skill/skill	attack2					0					
160002	zhankuang/zhankuang_pugong.dsl	战士普攻2			1	0			0	2	2	0.1			0		0	0	0	10	1									160003			0.1	1				UI_AtlasDynamic/skill/skill	attack2					0					
160003	zhankuang/zhankuang_pugong.dsl	战士普攻3			1	0			0	2	2	0.1			0		0	0	0	10	1									160004			0.1	1				UI_AtlasDynamic/skill/skill	attack2					0					
160004	zhankuang/zhankuang_pugong.dsl	战士普攻4			1	0			0	2	2	0.1			0		0	0	0	10	1												0.1	1				UI_AtlasDynamic/skill/skill	attack2					0					
160005	zhankuang/zhankuang_shuashuai.dsl	战士扮酷			1	0			0	2	2	1			0		0	0	0	0	13												0	1										0					
160101	zhankuang/zhankuang_xuanfengzhan.dsl	旋风斩1			30	0			0	2	2	6			0		12	0	0	30		6								160102			0.6	2		旋风斩	向前旋转造成多次打击。	UI_AtlasDynamic/skill/skill	js06	17	19		1	36	10	0.396			
160102	zhankuang/zhankuang_xuanfengzhan.dsl	旋风斩2			0	0			0	2	2	11			0		24	0	0	30		6											0.6	2		旋风斩		UI_AtlasDynamic/skill/skill	js06	0			1	0	10	0.396			
160201	zhankuang/zhankuang_fenglunzhan.dsl	风轮斩1			1	0			0	2	2	5			0		7	0	0	30	2	1											0.6	2		风轮斩	向前挥砍两次将敌人击飞；再次点击触发二段风轮多段伤害。	UI_AtlasDynamic/skill/skill	js01	7	8		1	7	7.5	0.3			
160202	zhankuang/zhankuang_fenglunzhan.dsl	风轮斩2			0	0			0	2	2	2			0		0	0	0	30		1											0.6	2		风轮斩		UI_AtlasDynamic/skill/skill	js01	0			1	0	7.5	0.3			
160301	zhankuang/zhankuang_shanshen.dsl	闪身4-1			1	0			0	2	2	6			0		7	0	0	20		3								160302				2		闪身	快速移动一段距离，期间角色免疫控制。	UI_AtlasDynamic/skill/skill	js03	7			1	7	0	0			
160302	zhankuang/zhankuang_shanshen.dsl	闪身4-2			0	0			0	2	2	1			0		0	0	0	20		3												2		闪身		UI_AtlasDynamic/skill/skill	js03	0			1	0	0	0			
160401	zhankuang/zhankuang_julitiaokong.dsl	巨力挑空1			1	0			0	2	2	14			0		24	0	0	30		3								160402			0.3	2		巨力挑空	将敌人挑至空中，之后击远，可以破除霸体。	UI_AtlasDynamic/skill/skill	js03	14	2		1	24	15	0.6			
160402	zhankuang/zhankuang_julitiaokong.dsl	巨力挑空2			0	0			0	2	2	0			0		0	0	0	30		3											0.3	2		巨力挑空		UI_AtlasDynamic/skill/skill	js03	0			1	0	15	0.6			
160501	zhankuang/zhankuang_jujianchongji.dsl	巨剑冲击4-1			0	0			0	2	2	1			0		0	0	0	30		8												2		巨剑冲击	投掷手中的巨剑攻击敌人。	UI_AtlasDynamic/skill/skill	js05	1			1	0	12	1.2			
160502	zhankuang/zhankuang_jujianchongji.dsl	巨剑冲击4-2			0	0			0	2	2	1			0		0	0	0	30		8												2		巨剑冲击		UI_AtlasDynamic/skill/skill	js05	1			1	0	12	1.2			
160599	zhankuang/zhankuang_jujianchongji.dsl	巨剑冲击飞行物			0	0			0	0	0	0			0		0	0	0	30		8												2		巨剑冲击		UI_AtlasDynamic/skill/skill	js05	1			1	0	12	1.2			
160601	zhankuang/zhankuang_jiantuoye.dsl	剑拖曳4-1			0	0			0	2	2	1			0		0	0	0	30		6												2		剑拖曳	向前奔跑拖动沿途的敌人。	UI_AtlasDynamic/skill/skill	js08	1			1	0	24	2.4			
160701	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩1			35	0			0	2	2	25			0		40	0	0	20		7												2		疯狂连斩	开启疯狂模式，增强普攻。	UI_AtlasDynamic/skill/skill	js07	25	50		1	40	30	0.544			
160702	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩2			0	0			0	2	2	0			0		0	0	0	10		7								160703			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
160703	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩3			0	0			0	2	2	0			0		0	0	0	10		7								1607051			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
1607021	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩2			0	0			0	2	2	0			0		0	0	0	10		7								1607031			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
1607031	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩3			0	0			0	2	2	0			0		0	0	0	10		7								1607052			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
160704	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4			0	0			0	2	2	0			0		0	0	0	10		7								160705			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
1607041	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4			0	0			0	2	2	0			0		0	0	0	10		7											0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
160705	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩5			0	0			0	2	2	0			0		0	0	0	10		7								160706			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
160706	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩6			0	0			0	2	2	0			0		0	0	0	10		7								1607021			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
1607051	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩5			0	0			0	2	2	0			0		0	0	0	10		7								1607061			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
1607061	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩6			0	0			0	2	2	0			0		0	0	0	10		7								160704			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
1607052	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩5			0	0			0	2	2	0			0		0	0	0	10		7								1607062			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
1607062	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩6			0	0			0	2	2	0			0		0	0	0	10		7								1607041			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
160707	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩7			0	0			0	2	2	0			0		0	0	0	10		7											0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js07	0			1	0	30	0.544			
160801	zhankuang/zhankuang_jianchong.dsl	绞杀1			1	0			0	2	2	8			0		9	0	0	30		2												2		绞杀	发射三个冲击波将敌人击高，之后触发绞杀多次打击。	UI_AtlasDynamic/skill/skill	js02	8	15		1	9	8	0.32			
160802	zhankuang/zhankuang_jianchong.dsl	绞杀2			0	0			0	2	2	0			0		0	0	0	30		2												2		绞杀		UI_AtlasDynamic/skill/skill	js02	0			1	0	8	0.32			
160811	zhankuang/zhankuang_jianchong.dsl	绞杀地面1			1	0			0	2	2	0			0		0	0	0	10																													
160812	zhankuang/zhankuang_jianchong.dsl	绞杀地面2			1	0			0	2	2	0			0		0	0	0	10																													
160813	zhankuang/zhankuang_jianchong.dsl	绞杀地面3			1	0			0	2	2	0			0		0	0	0	10																													
160901	zhankuang/zhankuang_tiaokongsha.dsl	挑空杀4-1			1	0			0	2	2	1			0		0	0	0	30		9								160902				2		挑杀	挑起前方的敌人。	UI_AtlasDynamic/skill/skill	js05	1			1	0	10	1			
160902	zhankuang/zhankuang_tiaokongsha.dsl	挑空杀4-2			1	0			0	2	2	1			0		0	0	0	30		9												2		挑杀		UI_AtlasDynamic/skill/skill	js05	1			1	0	10	1			
161001	zhankuang/zhankuang_tiaozhan.dsl	跳斩			10	0			0	2	2	18			0		28	0	0	30		4												2		跳斩	高高跃起，下落后造成多次打击。	UI_AtlasDynamic/skill/skill	js04	18	10		1	28	14	0.56			
161101	zhankuang/zhankuang_dafengche.dsl	大风车4-1			1	0			0	2	2	1			0		0	0	0	30		9												2		大风车	在身边形成大风车，对周围造成伤害。	UI_AtlasDynamic/skill/skill	js05	1			1	0	10	1			
161201	zhankuang/zhankuang_chongzhuang.dsl	冲撞4-1			1	0			0	2	2	7			0		7	0	0	20		9												2		冲撞	闪避类技能，可以打断施法。	UI_AtlasDynamic/skill/skill	js03	7			1	7	5.4	0.216			
161202	zhankuang/zhankuang_chongzhuang.dsl	冲撞4-2			0	0			0	2	2	0			0		0	0	0	30		9												2		冲撞		UI_AtlasDynamic/skill/skill	js03	0			1	0	5.4	0.216			
161301	zhankuang/zhankuang_wumangshazhen.dsl	五芒杀阵4-1			1	0			0	2	2	16			0		22	0	0	30		9												2		重锤	多次锤击地面，之后将敌人震开。	UI_AtlasDynamic/skill/skill	js05	16			1	22	10	1			
161401	zhankuang/zhankuang_mieshichongji.dsl	灭世冲击4-1			1	0			0	2	2	14			0		14	0	0	30		9												2		灭世冲击	冲击敌人到空中后落地多段打击。	UI_AtlasDynamic/skill/skill	js10	14			1	14	10	1			
161501	zhankuang/zhankuang_ex.dsl	ex技能			1	0			0	2	2	5			0	300	0	0	0	20	10						TRUE	TRUE	TRUE				0	2		ex技	手指疯狂滑动砍击敌人。	UI_AtlasDynamic/skill/skill	js05	0			1	0	50	2			
161601	zhankuang/zhankuang_huoyantuoye.dsl	火焰拖曳1			20	0			0	2	2	12			0		19	0	0	20		5								161602				2		火焰拖曳	聚集前方敌人，再次点击抓取周围敌人拖动造成伤害。	UI_AtlasDynamic/skill/skill	js05	30	21		1	39	17.1	0.684			
161602	zhankuang/zhankuang_huoyantuoye.dsl	火焰拖曳2			1	0			0	2	2	18			0		20	0	0	20		5												2		火焰拖曳		UI_AtlasDynamic/skill/skill	js05	30			1	39	17.1	0.684			
161701	zhankuang/zhankuang_gedangfanji.dsl	格挡反击			25	0			0	2	2	1			0		10	0	0	20		9							TRUE					2		格挡反击	释放后进入格挡状态，若出入格挡状态下被击则执行格挡反击。	UI_AtlasDynamic/skill/skill	js09	5			1	1	4	0.16			
161702	zhankuang/zhankuang_gedangfanji.dsl	格挡反击			0	0			0	0	0	0			0		10	0	0	20		9												2		格挡反击	释放后进入格挡状态，若出入格挡状态下被击则执行格挡反击。	UI_AtlasDynamic/skill/skill	js09	5			1	1	4	0.16			
161801	zhankuang/zhankuang_baoqi.dsl	暴气			1	0			0	2	2	1			0	300	0	0	0	20	14						TRUE	TRUE	TRUE				0	2		暴气技	立即解除控制，将敌人震飞。	UI_AtlasDynamic/skill/skill	js05	0			1	0	50	2			
#小怪																																																	
300001	npc/Public.dsl	测试			0	0	0	30	0	2	2	15			0		0	0	0																														
300100	npc/Bluelf.dsl	测试			0	0	0	2	0	2	2	1			0		0	0	0	10	5												0	0.5															
300101	npc/Bluelf.dsl	哥布林精英旋风斩			0	0	0	8	0	2	2	10			0		0	0	0																														
300102	npc/Bluelf.dsl	哥布林精英普攻			0	0	0	3.5	0	2	2	1			0		0	0	0																														
300103	npc/Bluelf.dsl	哥布林小斧劈砍			0	0	0	3.5	0	2	2	1			0		0	0	0																														
300104	npc/Bluelf.dsl	哥布林小斧跳砍			0	0	2.5	5.5	0	2	2	1			0		0	0	0																														
300105	npc/Bluelf.dsl	哥布林长矛			0	0	0	30	0	2	2	1			0		0	0	0																														
300106	npc/Bluelf.dsl	哥布林燃烧瓶			0	0	0	30	0	2	2	1			0		0	0	0																														
300107	npc/Bluelf.dsl	哥布林燃烧瓶40			0	0	35	80	0	2	2	1			0		0	0	0																														
300108	npc/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1			0		0	0	0																														
300109	npc/Bluelf.dsl	哥布林燃烧瓶35			0	0	24	36	0	2	2	1			0		0	0	0																														
300110	npc/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1			0		0	0	0																														
300111	npc/Goblin.dsl	哥布林boss连击			0	0	0	4	0	2	2	5			0		0	0	0																														
300112	npc/Goblin.dsl	哥布林boss普攻			0	0	0	4	0	2	2	5			0		0	0	0																														
300113	npc/Goblin.dsl	哥布林boss震荡波			0	0	0	12	0	2	2	10			0		0	0	0																														
300114	npc/Goblin.dsl	哥布林boss蓄力击			0	0	0	5	0	2	2	15			0		0	0	0																														
300115	npc/Goblin.dsl	哥布林boss二连击			0	0	0	4	0	2	2	5			0		0	0	0																														
300116	npc/Goblin.dsl	哥布林boss震荡波召唤物			0	0	0	5	0	2	2	1			0		0	0	0																														
300117	npc/Bluelf.dsl	哥布林精英反击螺旋			0	0	0	30	0	2	2	0.1			0		0	0	0	100	1						TRUE	TRUE	TRUE																				
300120	npc/Bluelf.dsl	哥布林燃烧瓶5			0	0	0	8	0	2	2	3			0		0	0	0																														
300121	npc/Bluelf.dsl	哥布林燃烧瓶30			0	0	7	25	0	2	2	1			0		0	0	0																														
300122	npc/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1			0		0	0	0																														
300123	npc/Bluelf.dsl	哥布林燃烧自爆			0	0	-1	-1	0	2	2	3			0		0	0	0																														
300124	npc/Bluelf.dsl	哥布林精英燃烧瓶			0	0	0	30	0	2	2	1			0		0	0	0																														
300125	npc/Bluelf.dsl	哥布林长矛			0	0	0	30	0	2	2	1			0		0	0	0																														
300126	npc/Bluelf.dsl	哥布林小斧劈砍			0	0	0	3.5	0	2	2	1			0		0	0	0																														
300201	npc/Blof.dsl	狼人跳跃攻击			0	0	0	7	0	2	2	7			0		0	0	0																														
300202	npc/Blof.dsl	狼人普攻			0	0	0	3	0	2	2	1			0		0	0	0																														
300203	npc/Blof.dsl	骨锤狼人普攻			0	0	0	3.5	0	2	2	1			0		0	0	0																														
300204	npc/Blof.dsl	骨锤狼人投掷			0	0	0	30	0	2	2	3			0		0	0	0																														
300205	npc/Blof.dsl	骨锤狼人投掷			0	0	0	30	0	2	2	3			0		0	0	0																														
300301	npc/KDArmy.dsl	来福枪兵喷射			0	0	0	3	0	2	2	1			0		0	0	0																														
300302	npc/KDArmy.dsl	火枪兵射击			0	0	0	15	0	2	2	3			0		0	0	0																														
300303	npc/KDArmy.dsl	火枪兵手雷			0	0	5	7	0	2	2	5			0		0	0	0																														
300304	npc/KDArmy.dsl	来福枪兵连续喷射			0	0	0	3	0	2	2	8			0		0	0	0																														
300305	npc/KDArmy.dsl	来福枪兵连续喷射三下			0	0	0	3	0	2	2	8			0		0	0	0																														
300306	npc/KDArmy.dsl	长枪劈砍			0	0	0	3	0	2	2	1			0		0	0	0																														
300307	npc/KDArmy.dsl	长枪抡击			0	0	0	3	0	2	2	1			0		0	0	0																														
300308	npc/KDArmy.dsl	剑劈砍			0	0	0	3	0	2	2	1			0		0	0	0																														
300309	npc/KDArmy.dsl	剑抡击			0	0	0	3	0	2	2	1			0		0	0	0																														
300401	npc/SilverShield.dsl	镭射枪兵镭射			0	0	0	15	0	2	2	3			0		0	0	0																														
300402	npc/SilverShield.dsl	镭射枪兵手雷			0	0	5	7	0	2	2	5			0		0	0	0																														
300403	npc/SilverShield2.dsl	剑盾兵普攻			0	0	0	10	0	2	2	1			0		0	0	0																														
300404	npc/SilverShield2.dsl	剑盾兵重击打			0	0	0	10	0	2	2	1			0		0	0	0																														
300405	npc/SilverShield2.dsl	长枪兵普攻			0	0	0	3	0	2	2	1			0		0	0	0																														
300406	npc/SilverShield2.dsl	长枪兵重击			0	0	0	10	0	2	2	1			0		0	0	0																														
300407	npc/SilverShield2.dsl	长枪兵普攻无前摇			0	0	0	3	0	2	2	1			0		0	0	0																														
300408	npc/SilverShield2.dsl	长枪兵重击无前摇			0	0	0	10	0	2	2	1			0		0	0	0																														
300409	npc/SilverShield2.dsl	长枪兵普攻无后摇			0	0	0	3	0	2	2	1			0		0	0	0																														
300410	npc/SilverShield2.dsl	长枪兵重击无后摇			0	0	0	10	0	2	2	1			0		0	0	0																														
300411	npc/SilverShield2.dsl	长枪兵普攻无前后摇			0	0	0	3	0	2	2	1			0		0	0	0																														
300412	npc/SilverShield2.dsl	长枪兵重击无前后摇			0	0	0	10	0	2	2	1			0		0	0	0																														
300413	npc/SilverShield2.dsl	长枪兵上挑			0	0	0	10	0	2	2	1			0		0	0	0																														
300501	npc/Mouse.dsl	钻地鼠人普攻			0	0	0	2	0	2	2	1			0		0	0	0																														
300502	npc/Mouse.dsl	钻地鼠人翻滚			0	0	0	12	0	2	2	8			0		0	0	0																														
300503	npc/Mouse.dsl	瘟疫鼠人放毒			0	0	0	2	0	2	2	5			0		0	0	0																														
300504	npc/Mouse.dsl	小鼠人普攻			0	0	0	2	0	2	2	4			0		0	0	0																														
300505	npc/Mouse.dsl	钻地鼠人荆棘			0	0	0	12	0	2	2	8			0		0	0	0																														
300506	npc/Mouse.dsl	瘟疫鼠人死亡放毒			0	0	-1	-1	0	2	2	5			0		0	0	0																														
300601	npc/BlackSmith.dsl	壮汉单发炮弹			0	0	0	15	0	2	2	3			0		0	0	0																														
300602	npc/BlackSmith.dsl	单发炮弹			0	0	0	3	0	2	2	1			0		0	0	0																														
300603	npc/BlackSmith.dsl	壮汉连发炮弹			0	0	0	15	0	2	2	8			0		0	0	0																														
300604	npc/BlackSmith.dsl	连发炮弹			0	0	0	3	0	2	2	1			0		0	0	0																														
300605	npc/BlackSmith.dsl	壮汉劈砍			0	0	0	3	0	2	2	5			0		0	0	0																														
300606	npc/BlackSmith.dsl	壮汉横抡			0	0	0	3	0	2	2	3			0		0	0	0																														
300701	npc/OEOrc.dsl	独眼巨人抡击			0	0	0	4	0	2	2	3			0		0	0	0																														
300702	npc/OEOrc.dsl	独眼巨人抡砸			0	0	0	4	0	2	2	3			0		0	0	0																														
300703	npc/OEOrc.dsl	独眼巨人跳砸			0	0	0	9	0	2	2	3			0		0	0	0																														
300704	npc/OEOrc.dsl	独眼巨人投石			0	0	0	15	0	2	2	3			0		0	0	0																														
300705	npc/OEOrc.dsl	石头飞行			0	0	0	3	0	2	2	3			0		0	0	0																														
310101	npc/Zombie.dsl	僵尸赤普攻			0	0	0	2	0	2	2	3			0		0	0	0																														
310102	npc/Zombie.dsl	僵尸赤爪击			0	0	0	2	0	2	2	3			0		0	0	0																														
310103	npc/Zombie.dsl	僵尸青爪击			0	0	0	2	0	2	2	3			0		0	0	0																														
310104	npc/Zombie.dsl	僵尸青连击			0	0	0	2	0	2	2	3			0		0	0	0																														
310105	npc/Zombie.dsl	僵尸女啃咬			0	0	0	1	0	2	2	3			0		0	0	0																														
310106	npc/Zombie.dsl	僵尸女爪击			0	0	0	1	0	2	2	3			0		0	0	0																														
310201	npc/Skeleton.dsl	骷髅剑普攻			0	0	0	4	0	2	2	3			0		0	0	0																														
310202	npc/Skeleton.dsl	骷髅剑普攻2			0	0	0	3	0	2	2	3			0		0	0	0																														
310203	npc/Skeleton.dsl	骷髅骨普攻			0	0	0	3	0	2	2	1			0		0	0	0																														
310204	npc/Skeleton.dsl	骷髅骨投掷			0	0	0	12	0	2	2	1			0		0	0	0																														
310205	npc/Skeleton.dsl	骷髅斧普攻			0	0	0	3	0	2	2	3			0		0	0	0																														
310206	npc/Skeleton.dsl	骷髅斧普攻2			0	0	0	3	0	2	2	3			0		0	0	0																														
310301	npc/Miner.dsl	矿工投掷不稳定的水晶			0	0	5	7	0	2	2	3			0		0	0	0																														
310302	npc/Miner.dsl	水晶飞行			0	0	0	3	0	2	2	1			0		0	0	0																														
310303	npc/Miner.dsl	矿工劈砍			0	0	0	3	0	2	2	1			0		0	0	0																														
310304	npc/Miner.dsl	矿工挥砍			0	0	0	3	0	2	2	1			0		0	0	0																														
310305	npc/Miner.dsl	矿工自爆			0	0	0	3	0	2	2	1			0		0	0	0																														
310306	npc/Miner.dsl	自爆水晶			0	0	0	2	0	2	2	1			0		0	0	0																														
310307	npc/Miner.dsl	自爆水晶			0	0	0	2	0	2	2	1			0		0	0	0																														
310308	npc/Miner.dsl	自爆水晶			0	0	0	2	0	2	2	1			0		0	0	0																														
310309	npc/Miner.dsl	自爆水晶			0	0	0	2	0	2	2	1			0		0	0	0																														
310401	npc/Necro.dsl	瘟疫弹			0	0	0	15	0	2	2	3			0		0	0	0																														
310402	npc/Necro.dsl	瘟疫弹飞行			0	0	0	3	0	2	2	2			0		0	0	0																														
310403	npc/Necro.dsl	毒性新星			0	0	0	15	0	2	2	8			0		0	0	0																														
310404	npc/Necro.dsl	新型爆发			0	0	0	3	0	2	2	1			0		0	0	0																														
310405	npc/Necro.dsl	瞬移			0	0	0	7	0	2	2	8			0		0	0	0																														
310406	npc/Necro.dsl	召唤			0	0	0	15	0	2	2	8			0		0	0	0																														
310407	npc/Necro.dsl	平移			0	0	0	8	0	2	2	8			0		0	0	0																														
310408	npc/Necro.dsl	平移2			0	0	0	8	0	2	2	8			0		0	0	0																														
310409	npc/Necro.dsl	骷髅出生			0	0	0	8	0	2	2	1000			0		0	0	0																														
310410	npc/Necro.dsl	buff荆棘			0	0	0	25	0	2	2	15			0		0	0	0																														
310411	npc/Necro.dsl	buff冰甲			0	0	0	25	0	2	2	15			0		0	0	0																														
310412	npc/Necro.dsl	召唤E4-2			0	0	0	15	0	2	2	8			0		0	0	0																														
310501	npc/Carrion.dsl	抡击			0	0	0	4	0	2	2	1			0		0	0	0																														
310502	npc/Carrion.dsl	撞击			0	0	0	8	0	2	2	8			0		0	0	0																														
310503	npc/Carrion.dsl	横抡			0	0	0	5	0	2	2	5			0		0	0	0																														
320101	npc/TLPMArmy.dsl	剑盾兵劈砍			0	0	0	3	0	2	2	5			0		0	0	0																														
320102	npc/TLPMArmy.dsl	剑盾兵格挡			0	0	0	15	0	2	2	5			0		0	0	0																														
320103	npc/TLPMArmy.dsl	长矛兵横抡			0	0	0	3	0	2	2	5			0		0	0	0																														
320104	npc/TLPMArmy.dsl	长矛兵前刺			0	0	0	4	0	2	2	5			0		0	0	0																														
320105	npc/TLPMArmy.dsl	长矛兵连击			0	0	0	3	0	2	2	5			0		0	0	0																														
320106	npc/TLPMArmy.dsl	弩箭横抡			0	0	0	3	0	2	2	5			0		0	0	0																														
320107	npc/TLPMArmy.dsl	弩箭射箭			0	0	0	15	0	2	2	5			0		0	0	0																														
320108	npc/TLPMArmy.dsl	飞箭			0	0	0	15	0	2	2	5			0		0	0	0																														
320201	npc/SWJ.dsl	盾牌格挡			0	0	0	10	0	2	2	8			0		0	0	0																														
320202	npc/SWJ.dsl	盾牌反击			0	0	-1	-1	0	2	2	3			0		0	0	0																														
320203	npc/SWJ.dsl	剑盾劈砍			0	0	0	3	0	2	2	3			0		0	0	0																														
320204	npc/SWJ.dsl	长矛横抡			0	0	0	4	0	2	2	3			0		0	0	0																														
320205	npc/SWJ.dsl	长矛连击			0	0	0	4	0	2	2	6			0		0	0	0																														
320206	npc/SWJ.dsl	飞轮横抡			0	0	0	4	0	2	2	3			0		0	0	0																														
320207	npc/SWJ.dsl	飞轮投掷			0	0	0	12	0	2	2	5			0		0	0	0																														
320208	npc/SWJ.dsl	飞轮飞行			0	0	0	15	0	2	2	1			0		0	0	0																														
320211	npc/SWJ2.dsl	长矛突进			0	0	0	9	0	2	2	6		0		0	0	0																															
320212	npc/SWJ2.dsl	长矛破格当			0	0	0	3	0	2	2	6		0		0	0	0																															
320213	npc/SWJ2.dsl	飞轮投掷			0	0	0	12	0	2	2	1		0		0	0	0																															
320214	npc/SWJ2.dsl	飞轮飞行			0	0	0	15	0	2	2	1		0		0	0	0																															
320215	npc/SWJ2.dsl	飞轮飞行			0	0	0	15	0	2	2	1		0		0	0	0																															
320216	npc/SWJ2.dsl	飞轮飞行			0	0	0	15	0	2	2	1		0		0	0	0																															
320217	npc/SWJ2.dsl	解控制			0	0	0	20	0	2	2	1		0		0	0	0																															
320218	npc/SWJ2.dsl	飞轮飞行			0	0	0	15	0	2	2	1		0		0	0	0																															
320301	npc/Assassin.dsl	双刀兵普攻			0	0	0	3	0	2	2	1			0		0	0	0																														
320302	npc/Assassin.dsl	双刀兵闪身			0	0	0	10	0	2	2	1			0		0	0	0																														
320303	npc/Assassin.dsl	双刀兵背刺			0	0	0	10	0	2	2	1			0		0	0	0																														
320304	npc/Assassin.dsl	单刀兵普攻			0	0	0	3	0	2	2	1			0		0	0	0																														
