Id	LogicId	GfxLogicId	Description	ImpactType	ImpactTime	BreakSuperArmor	BreakParry	IgnoreBlock	TargetFigure	DamageType	ElementType	DamageValue	DamageRate	LevelRate	BuffDataId	MaxRank	AnimationInfo	LockFrameInfo	AnimationType	MoveMode	CurveMove	AdjustPoint	AdjustAppend	AdjustDegreeXZ	AdjustDegreeY	MaxDist	FallDownTime	OnGroundTime	GetUpTime	IsDeadDisappear	CanBeCancel	IsAbsorbHurt	IsReflect	IsDamageDisappear	IsFightDisappear	IsShootDisappear	IsSkillDisappear	Effect0	Effect1	Effect2	Effect3	Effect4	HitSoundProb	ParamNum	ParamDesc0	Param0	ParamDesc1	Param1	ParamDesc2	Param2	ParamDesc3	Param3	ParamDesc4	Param4	ParamDesc5	Param5	ParamDesc6	Param6	ParamDesc7	Param7
32010301	1	1	长矛普攻	1	500	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32010401	1	1	前刺攻击	1	500	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32010501	1	1	长矛连击	1	500	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32010601	1	1	弓箭横抡	1	500	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32010701	1	1	弓箭射箭	1	500	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020201	1	2	剑盾反击	1	1000	FALSE			0|1|2	0				0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.2 0 0 10 0 -20 0	0 5 3	0	0	0	10		1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020301	1	1	剑盾普攻	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020401	1	1	长矛横抡	1	1000	FALSE			0|1|2	0		0		0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 6 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020501	1	1	长矛连击	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 3 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020502	1	1	长矛连击	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 10 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020601	1	1	飞轮手横抡	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020701	1	1	飞轮手飞轮	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020702	1	1	飞轮手飞轮2	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020801	1	1	影刃双刀普攻	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020802	1	1	影刃双刀重击	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020803	1	1	影刃单刀普攻	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32020804	1	1	影刃单刀飞镖	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32021101	1	2	冲击对地面	1	1600	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0	0	0 0.05 0 20 18 0 10 0 1 0 3 0.2 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
32021102	1	2	冲击对空中	1	1600	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0	0	0 0.05 0 5 18 0 10 0 0.5 0 3 2 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
32021201	1	1	长矛破格当	1	1000	FALSE	TRUE		0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 6 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32021202	1	2	长矛击倒	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 11 8 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32021701	1	1	飞轮手飞轮	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.2 0 0 6 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32021702	1	1	飞轮手飞轮2	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.2 0 0 6 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32040101	1	1	冰法师寒冰箭	1	1000	FALSE			0|1|2	1	2			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040102	1	1	冰法师多重寒冰箭（每一箭伤害）	1	1000	FALSE			0|1|2	1	2			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040103	1	1	冰法师寒冰地爆（每一爆伤害）	1	1000	FALSE			0|1|2	1	2			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040201	1	1	火法师火焰箭	1	1000	FALSE			0|1|2	1	1			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040202	1	1	火法师火焰螺旋（每一箭伤害）	1	1000	FALSE			0|1|2	1	1			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040203	1	1	火法师火焰地爆（每一爆伤害）	1	1000	FALSE			0|1|2	1	1			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040301	1	1	召唤师暗影箭	1	1000	FALSE			0|1|2	1				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040401	1	1	巫师剧毒箭	1	1000	FALSE			0|1|2	1	3			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040402	1	1	巫师剧毒新星（每一箭伤害）	1	1000	FALSE			0|1|2	1	3			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32040403	1	1	巫师剧毒地爆（每一爆伤害）	1	1000	FALSE			0|1|2	1	3			0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32050101	1	1	岩石怪打击	2	1000	FALSE			0|1|2	0				0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.3 0 0 15 0 0 -30	0 5 3	0	0	0	10		1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32050201	1	2	岩石怪普攻	2	1000	FALSE			0|1|2	0				0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.3 0 5 10 0 -60 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32050300	10	0	荆棘buff	1	5000	FALSE			0|1|2	0		0		0	0	0				0	1 0.1 0 7 10 0 0 0 0.1 0 0 10 0 0 -80	1 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10011						1	反伤百分比	0.03														
32051101	1	2	沙虫钻出	2	1000	FALSE			0|1|2	0			1.5	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.3 0 15 15 0 -20 -30	0 5 3	0	0	0	10		1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32051301	1	1	沙虫喷吐	2	1000	FALSE			0|1|2	0			0.7	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.3 0 0 15 0 0 -30	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
32051401	1	0	沙虫距离判定	2	1000	FALSE			0|1|2	0			0	0	0	0			1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
32060101	1	1	岩石怪打击	2	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.3 0 0 12 0 0 -30	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060201	1	1	岩石怪打击	2	1000	FALSE			0|1|2	0			0.7	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.3 0 0 12 0 0 -30	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060301	1	2	岩石怪践踏	2	1000	FALSE	TRUE		0|1|2	0			1	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	1	0 0.2 0 8 5 0 -25 -10	0 5 3	0	0	0	10		1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060401	1	0	岩石怪砸地	2	1000	FALSE			0|1|2	0			0.5	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	1	0 0.2 0 0 15 0 0 -15	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060402	1	2	岩石怪砸地	2	1000	FALSE	TRUE		0|1|2	0			0.9	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	1	0 0.2 0 10 20 0 -20 -10	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060501	1	1	岩石怪加速打击	2	1000	FALSE			0|1|2	0			0.8	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.3 0 0 12 0 0 -30	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060601	1	1	岩石怪加速打击2	2	1000	FALSE			0|1|2	0			0.9	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.3 0 0 12 0 0 -30	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060701	1	2	岩石怪砸地震荡	2	1000	FALSE	TRUE		0|1|2	0			1	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	1	0 0.2 0 12 5 0 -10 -15	0 5 3	0	0	0	10		1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060901	1	1	岩石怪加速打击2	2	1000	FALSE			0|1|2	0			0.4	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	0	0 0.2 0 0 6 0 0 -30	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
32060902	1	2	岩石怪砸地震荡	2	1000	FALSE			0|1|2	0			0.7	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		1|2	1	0 0.2 0 12 5 0 -10 -15	0 5 3	0	0	0	10		1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10006						3	延时	0	HP伤害	-100	怒气值	1										
37020201	1	1	弓箭射箭	1	500	FALSE			0|1|2	0			0.5	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
37020401	1	2	飞轮手飞轮	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 17 3 0 20 0 0.3 0 5 0 0 20 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
37020402	1	2	飞轮手飞轮2	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 17 3 0 20 0 0.3 0 5 0 0 20 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
#魔化狂战士技能																																																												
38010101	1	1	连打第一下	1	1000	FALSE			0|1|2	0			0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0|1|2	0	0 0.2 0 0 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010102	1	2	连打第一下对空	1	2000	FALSE			0|1|2	0			0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0	0	0 0.05 0 15 8 0 10 0 1 0 5 0.4 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010201	1	2	砸地震荡	1	2000	TRUE	TRUE		0|1|2	0			0.8	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 26 2 0 12 0 0.8 0 10 0.5 0 12 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010301	1	1	连打第一下	1	1000	FALSE			0|1|2	0			0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0|1|2	0	0 0.1 0 0 7 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010302	1	2	连打第一下对空	1	2000	FALSE			0|1|2	0			0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0	0	0 0.05 0 15 8 0 10 0 1 0 5 0.4 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010303	1	1	召唤物飞行	1	1000	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0|1|2	0	0 0.15 0 0 7 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010304	1	2	召唤物飞行对空	1	2000	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0	0	0 0.05 0 12 10 0 10 0 1 0 5 0.4 0 8 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010401	1	0	怒吼减速	1	4000	FALSE			0|1|2	0			0.1	0	38010401	0	0 0.6 1		0	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10003						3	延时	0	HP伤害	-100	怒气值	1										
38010501	1	1	位移打第一下	1	1000	FALSE			0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0|1|2	0	0 0.1 0 0 7 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010502	1	2	位移打第一下对空	1	2000	FALSE			0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0	0	0 0.05 0 15 8 0 10 0 1 0 5 0.4 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38010503	1	0	位移打影子判定	1	500	FALSE			0|1|2	0			0	0	0	0			1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	-100	怒气值	1										
38010601	1	2	爆气击飞	1	2000	FALSE	TRUE		0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	1	0 0.1 0 18 12 0 0 0 0.9 0 5 12 0 8 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
#席列技能																																																												
38020101	1	2	浮空技对地面	1	1600	TRUE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0	0	0 0.05 0 25 8 0 10 0 1 0 5 0.2 0 22 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020102	1	2	浮空技对空中	1	1600	TRUE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0	0	0 0.05 0 15 8 0 10 0 1 0 5 0.2 0 18 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020201	1	2	爆气击飞	1	2000	FALSE	TRUE		0|1|2	0			0.1	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	1	0 0.1 0 18 12 0 0 0 0.9 0 5 12 0 8 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38020301	1	1	普通开炮	1	1000	FALSE			0|1|2	0			0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020302	1	2	普通开炮对空	1	1000	FALSE			0|1|2	0			0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 15 2 0 10 0 1 0 4 0 0 18 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020501	1	2	巨炮落地	1	1600	FALSE	TRUE		0|1|2	0			1.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 25 2 0 12 0 1 0 5 0.1 0 26 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020502	1	2	巨炮落地对空中	1	1600	FALSE	TRUE		0|1|2	0			1.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 15 2 0 10 0 1 0 3 0.1 0 18 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020701	1	0	炮弹轰击	1	1000	FALSE			0|1|2	0			0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020702	1	2	炮弹轰击对空	1	1600	FALSE			0|1|2	0			0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 15 2 0 10 0 1 0 4 0 0 16 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020901	1	2	冲击对地面	1	1600	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0	0	0 0.05 0 25 18 0 10 0 1 0 5 0.2 0 22 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38020902	1	2	冲击对空中	1	1600	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0	0	0 0.05 0 10 18 0 10 0 1 0 3 0.2 0 18 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38021001	1	1	连打第一下	1	1000	FALSE			0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0|1|2	0	0 0.1 0 0 7 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38021002	1	2	连打第一下对空	1	1600	FALSE			0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0	0	0 0.05 0 6 10 0 12 0 1 0 3 0.2 0 22 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38021003	1	1	连打第二下	1	1000	FALSE			0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8	0 0.1 0 1 1	0|1|2	0	0 0.1 0 0 7 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
