Id	Name	ChapterName	Type	SubType	Chapter	Order	UnitFile	SceneLogicFile	StoryDslFile	ClientSceneFile	ObstacleFile	BlockInfoFile	TiledDataScale	ReachableSet	Description	DropId	BkMusic	BkMusicVolume	StoryMusic	StoryMusicVolume	CompletedReward	CompletedTime	CompletedHitCount	CostStamina	RecommendFighting	AtlasPath	SceneIconName	BossLinkId	RecoverHpCoefficient	RecoverMpCoefficient	RelatedMainCity
#1057	5—7	[fcfb00]第5章[-] 霜月弯刀	1	0	5	6	Public/Scenes/Scene_1057/Unit.txt	Public/Scenes/Scene_1057/SceneLogic.txt	Public/Scenes/Scene_1057/Story.dsl	ShengKuiCheng_01	Public/Scenes/MapData_1315/Scene.tmx	Public/Scenes/MapData_1315/Scene.map	16		故事还在继续……	1057	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	10571			8	26982	UI/AtlasPrefab/guankatu01	1	105709	1	1	1050
#1058	5—8	[fcfb00]第5章[-] 霜月弯刀	1	0	5	7	Public/Scenes/Scene_1058/Unit.txt	Public/Scenes/Scene_1058/SceneLogic.txt	Public/Scenes/Scene_1058/Story.dsl	ShengKuiCheng_01	Public/Scenes/MapData_1315/Scene.tmx	Public/Scenes/MapData_1315/Scene.map	16		故事还在继续……	1058	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	10581			8	27549	UI/AtlasPrefab/guankatu01	1		1	1	1050
#1059	5—9	[fcfb00]第5章[-] 霜月弯刀	1	0	5	8	Public/Scenes/Scene_1059/Unit.txt	Public/Scenes/Scene_1059/SceneLogic.txt	Public/Scenes/Scene_1059/Story.dsl	ShengKuiCheng_01	Public/Scenes/MapData_1315/Scene.tmx	Public/Scenes/MapData_1315/Scene.map	16		故事还在继续……	1059	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	10591			8	28111	UI/AtlasPrefab/guankatu01	1	105906	1	1	1050
#第六章																															
#1061	6—1	[fcfb00]第6章[-] 逝者不死	1	0	6	0	Public/Scenes/Scene_1061/Unit.txt	Public/Scenes/Scene_1061/SceneLogic.txt	Public/Scenes/Scene_1061/Story.dsl	ShaMo_ChengWai_01	Public/Scenes/MapData_1312/Scene.tmx	Public/Scenes/MapData_1312/Scene.map	16		故事还在继续……	1061	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	10611			8	32320	UI/AtlasPrefab/guankatu01	1		1	1	1060
#1062	6—2	[fcfb00]第6章[-] 逝者不死	1	0	6	1	Public/Scenes/Scene_1062/Unit.txt	Public/Scenes/Scene_1062/SceneLogic.txt	Public/Scenes/Scene_1062/Story.dsl	ShaMo_01	Public/Scenes/MapData_1310/Scene.tmx	Public/Scenes/MapData_1310/Scene.map	16		故事还在继续……	1062	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	10621			8	34024	UI/AtlasPrefab/guankatu01	1		1	1	1060
#1063	6—3	[fcfb00]第6章[-] 逝者不死	1	0	6	2	Public/Scenes/Scene_1063/Unit.txt	Public/Scenes/Scene_1063/SceneLogic.txt	Public/Scenes/Scene_1063/Story.dsl	ShaMo_02	Public/Scenes/MapData_1311/Scene.tmx	Public/Scenes/MapData_1311/Scene.map	16		故事还在继续……	1063	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	10631			8	35724	UI/AtlasPrefab/guankatu01	1	106307	1	1	1060
#1064	6—4	[fcfb00]第6章[-] 逝者不死	1	0	6	3	Public/Scenes/Scene_1064/Unit.txt	Public/Scenes/Scene_1064/SceneLogic.txt	Public/Scenes/Scene_1064/Story.dsl	ChengWai_02	Public/Scenes/MapData_1121/Scene.tmx	Public/Scenes/MapData_1121/Scene.map	16		故事还在继续……	1064	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	10641			8	37423	UI/AtlasPrefab/guankatu01	1		1	1	1060
#1065	6—5	[fcfb00]第6章[-] 逝者不死	1	0	6	4	Public/Scenes/Scene_1065/Unit.txt	Public/Scenes/Scene_1065/SceneLogic.txt	Public/Scenes/Scene_1065/Story.dsl	WangGuoJun_ChengZhen_01	Public/Scenes/MapData_1119/Scene.tmx	Public/Scenes/MapData_1119/Scene.map	16		故事还在继续……	1065	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	10651			8	39125	UI/AtlasPrefab/guankatu01	1	106521	1	1	1060
#1066	6—6	[fcfb00]第6章[-] 逝者不死	1	0	6	5	Public/Scenes/Scene_1066/Unit.txt	Public/Scenes/Scene_1066/SceneLogic.txt	Public/Scenes/Scene_1066/Story.dsl	YiZhan_04	Public/Scenes/MapData_1013/Scene.tmx	Public/Scenes/MapData_1013/Scene.map	16		故事还在继续……	1066	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	10661			8	40826	UI/AtlasPrefab/guankatu01	1		1	1	1060
#1067	6—7	[fcfb00]第6章[-] 逝者不死	1	0	6	6	Public/Scenes/Scene_1067/Unit.txt	Public/Scenes/Scene_1067/SceneLogic.txt	Public/Scenes/Scene_1067/Story.dsl	KuangDong_01	Public/Scenes/MapData_1210/Scene.tmx	Public/Scenes/MapData_1210/Scene.map	16		故事还在继续……	1067	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	10671			8	42533	UI/AtlasPrefab/guankatu01	1		1	1	1060
#1068	6—8	[fcfb00]第6章[-] 逝者不死	1	0	6	7	Public/Scenes/Scene_1068/Unit.txt	Public/Scenes/Scene_1068/SceneLogic.txt	Public/Scenes/Scene_1068/Story.dsl	KuangDong_02	Public/Scenes/MapData_1211/Scene.tmx	Public/Scenes/MapData_1211/Scene.map	16		故事还在继续……	1068	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	10681			8	44231	UI/AtlasPrefab/guankatu01	1		1	1	1060
#1069	6—9	[fcfb00]第6章[-] 逝者不死	1	0	6	8	Public/Scenes/Scene_1069/Unit.txt	Public/Scenes/Scene_1069/SceneLogic.txt	Public/Scenes/Scene_1069/Story.dsl	KuangDong_03	Public/Scenes/MapData_1212/Scene.tmx	Public/Scenes/MapData_1212/Scene.map	16		故事还在继续……	1069	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	10691			8	45932	UI/AtlasPrefab/guankatu01	1	106905	1	1	1060
#精英关卡																															
#第一章																															
#2011	1-1 古萨大桥	[fcfb00]第1章[-] 卡扎之行	1	1	1	0	Public/Scenes/Scene_2011/Unit.txt	Public/Scenes/Scene_2011/SceneLogic.txt	Public/Scenes/Scene_2011/Story.dsl	ChengWai_01	Public/Scenes/MapData_1118/Scene.tmx	Public/Scenes/MapData_1118/Scene.map	16		必须尽快把指挥官的密信送出去，跨过哥布林占据的古萨大桥，就跨过了第一道生死线，时间追着我跑。	2011	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20111|20112|20113	180	30	8	3374	UI/AtlasPrefab/guankatu01	1		1	1	1020
#2012	1-2 西风小道	[fcfb00]第1章[-] 卡扎之行	1	1	1	1	Public/Scenes/Scene_2012/Unit.txt	Public/Scenes/Scene_2012/SceneLogic.txt	Public/Scenes/Scene_2012/Story.dsl	YiZhan_03	Public/Scenes/MapData_1012/Scene.tmx	Public/Scenes/MapData_1012/Scene.map	16		往日的西风小道早失去了它的温情，战火连天之地，即便是片刻的安静，那都是神的恩赐。	2012	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20121|20122|20123	180	30	8	3953	UI/AtlasPrefab/guankatu01	1		1	1	1020
#2013	1-3 激流回廊	[fcfb00]第1章[-] 卡扎之行	1	1	1	2	Public/Scenes/Scene_2013/Unit.txt	Public/Scenes/Scene_2013/SceneLogic.txt	Public/Scenes/Scene_2013/Story.dsl	TLPM_YingDi_01_3	Public/Scenes/MapData_1024/Scene.tmx	Public/Scenes/MapData_1024/Scene.map	16		曾经的激流回廊再也没有昔日的活泛气息，空气中弥漫着死气沉沉的血腥与尸腐之气……	2013	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20131|20132|20133	120	12	8	4606	UI/AtlasPrefab/guankatu01	1	201305	1	1	1020
#2014	1-4 暮光森林	[fcfb00]第1章[-] 卡扎之行	1	1	1	3	Public/Scenes/Scene_2014/Unit.txt	Public/Scenes/Scene_2014/SceneLogic.txt	Public/Scenes/Scene_2014/Story.dsl	DuWuSenLin_01	Public/Scenes/MapData_1025/Scene.tmx	Public/Scenes/MapData_1025/Scene.map	16		是谁在唱歌：森林、鹿儿、水晶、风；空城、狂兽、藤蔓、血，大神召回蔚蓝的 风，大地喷满猩红的血……	2014	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20141|20142|20143	120	6	8	5078	UI/AtlasPrefab/guankatu01	1		1	1	1020
#2015	1-5 迪萨城郊	[fcfb00]第1章[-] 卡扎之行	1	1	1	4	Public/Scenes/Scene_2015/Unit.txt	Public/Scenes/Scene_2015/SceneLogic.txt	Public/Scenes/Scene_2015/Story.dsl	TLPM_05	Public/Scenes/MapData_1022/Scene.tmx	Public/Scenes/MapData_1022/Scene.map	16		穿着友军服装的未必是朋友，穿着敌军服装的也未必是敌人，战争的迷雾在消磨人与人之间的信任，也许只有手中的武器不会背叛你。	2015	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20151|20152|20153	150	6	8	5433	UI/AtlasPrefab/guankatu01	1		1	1	1020
#2016	1-6 迪萨城废墟	[fcfb00]第1章[-] 卡扎之行	1	1	1	5	Public/Scenes/Scene_2016/Unit.txt	Public/Scenes/Scene_2016/SceneLogic.txt	Public/Scenes/Scene_2016/Story.dsl	TLPM_Boss_01	Public/Scenes/MapData_1023/Scene.tmx	Public/Scenes/MapData_1023/Scene.map	16		战火燃烧的不仅是一座城，还有那永远无法愈合的人心，失去家园，失去亲人，那样的疼痛深深刻在这残垣断壁之上……	2016	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20161|20162|20163	120	12	8	7709	UI/AtlasPrefab/guankatu01	1		1	1	1020
#2017	1-7 迪萨城外	[fcfb00]第1章[-] 卡扎之行	1	1	1	6	Public/Scenes/Scene_2017/Unit.txt	Public/Scenes/Scene_2017/SceneLogic.txt	Public/Scenes/Scene_2017/Story.dsl	YiZhan_09	Public/Scenes/MapData_1018/Scene.tmx	Public/Scenes/MapData_1018/Scene.map	16		还记得参加战争的初衷吗？[\n]有多少热血青年迷失在这无尽的杀戮里，再也找不到自己！	2017	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20171|20172|20173	120	6	8	8144	UI/AtlasPrefab/guankatu01	1	201707	1	1	1020
#2018	1-8 卡扎营地外	[fcfb00]第1章[-] 卡扎之行	1	1	1	7	Public/Scenes/Scene_2018/Unit.txt	Public/Scenes/Scene_2018/SceneLogic.txt	Public/Scenes/Scene_2018/Story.dsl	WangGuoJun_03	Public/Scenes/MapData_1110/Scene.tmx	Public/Scenes/MapData_1110/Scene.map	16		就快到了，我却一刻也不敢放松，耳边回响着指挥官的嘱托“不容有失”！	2018	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20181|20182|20183	160	6	8	8492	UI/AtlasPrefab/guankatu01	1		1	1	1020
#2019	1-9 卡扎营地	[fcfb00]第1章[-] 卡扎之行	1	1	1	8	Public/Scenes/Scene_2019/Unit.txt	Public/Scenes/Scene_2019/SceneLogic.txt	Public/Scenes/Scene_2019/Story.dsl	WangGuoJun_06	Public/Scenes/MapData_1111/Scene.tmx	Public/Scenes/MapData_1111/Scene.map	16		终于到达卡扎营地，但是席列队长的武器告诉我，他并不相信我，或者说，不相信任何人……	2019	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20191|20192|20193	120	12	8	8552	UI/AtlasPrefab/guankatu01	1	201904	1	1	1020
#第二章																															
#2021	2-1 荆棘小道	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	0	Public/Scenes/Scene_2021/Unit.txt	Public/Scenes/Scene_2021/SceneLogic.txt	Public/Scenes/Scene_2021/Story.dsl	WangGuoJun_07	Public/Scenes/MapData_1112/Scene.tmx	Public/Scenes/MapData_1112/Scene.map	16		接到指挥官的密令，即刻启程前往夜色矿区，那个被异教徒占领的富裕矿区近日频现状况，此行的任务就是探索矿洞的秘密。	2021	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20211|20212|20213	120	6	8	7665	UI/AtlasPrefab/guankatu01	1		1	1	1030
#2022	2-2 夜色矿洞一	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	1	Public/Scenes/Scene_2022/Unit.txt	Public/Scenes/Scene_2022/SceneLogic.txt	Public/Scenes/Scene_2022/Story.dsl	KuangDong_01	Public/Scenes/MapData_1210/Scene.tmx	Public/Scenes/MapData_1210/Scene.map	16		这帮异教徒竟然雇佣了鼠人，也对，这种低等生物的专长正是打洞与挖掘，且愚蠢到不识数钱!	2022	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20221|20222|20223	120	6	8	7815	UI/AtlasPrefab/guankatu01	1		1	1	1030
#2023	2-3 夜色矿洞二	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	2	Public/Scenes/Scene_2023/Unit.txt	Public/Scenes/Scene_2023/SceneLogic.txt	Public/Scenes/Scene_2023/Story.dsl	KuangDong_02	Public/Scenes/MapData_1211/Scene.tmx	Public/Scenes/MapData_1211/Scene.map	16		大量身材矮小却动力强劲的机器人为这座矿洞贡献着惊人的产量，远比我们估计的数据高许多！	2023	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20231|20232|20233	120	12	8	7962	UI/AtlasPrefab/guankatu01	1	202307	1	1	1030
#2024	2-4 夜色矿洞三	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	3	Public/Scenes/Scene_2024/Unit.txt	Public/Scenes/Scene_2024/SceneLogic.txt	Public/Scenes/Scene_2024/Story.dsl	KuangDong_03	Public/Scenes/MapData_1212/Scene.tmx	Public/Scenes/MapData_1212/Scene.map	16		在洞穴下方，大量辉晶矿堆中隐约可见一些黑色石头，疑似魔力之石，难道这就是矿洞的另一个秘密？	2024	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20241|20242|20243	120	6	8	8113	UI/AtlasPrefab/guankatu01	1		1	1	1030
#2025	2-5 死亡沙漠	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	4	Public/Scenes/Scene_2025/Unit.txt	Public/Scenes/Scene_2025/SceneLogic.txt	Public/Scenes/Scene_2025/Story.dsl	ShengKuiChengWai_01	Public/Scenes/MapData_1313/Scene.tmx	Public/Scenes/MapData_1313/Scene.map	16		我决定穿过死亡沙漠，到东部矿区去搜集更准确的情报！	2025	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20251|20252|20253	120	6	8	8261	UI/AtlasPrefab/guankatu01	1		1	1	1030
#2026	2-6 诺伊城防线	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	5	Public/Scenes/Scene_2026/Unit.txt	Public/Scenes/Scene_2026/SceneLogic.txt	Public/Scenes/Scene_2026/Story.dsl	ShengKuiChengWai_02	Public/Scenes/MapData_1314/Scene.tmx	Public/Scenes/MapData_1314/Scene.map	16		出于时间的考虑，我决定冒险取道诺伊城，机会与风险永远是成正比的，不是吗？	2026	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20261|20262|20263	180	12	8	8316	UI/AtlasPrefab/guankatu01	1		1	1	1030
#2027	2-7 诺伊城	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	6	Public/Scenes/Scene_2027/Unit.txt	Public/Scenes/Scene_2027/SceneLogic.txt	Public/Scenes/Scene_2027/Story.dsl	ShengKuiCheng_01	Public/Scenes/MapData_1315/Scene.tmx	Public/Scenes/MapData_1315/Scene.map	16		这座著名的旅游城市远比我想象中的要大，她是那么的高贵、端庄、美丽，并且散发出一种难以言明的魅力……	2027	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20271|20272|20273	240	6	8	8561	UI/AtlasPrefab/guankatu01	1		1	1	1030
#2028	2-8 诺伊城外	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	7	Public/Scenes/Scene_2028/Unit.txt	Public/Scenes/Scene_2028/SceneLogic.txt	Public/Scenes/Scene_2028/Story.dsl	ShaMo_ChengWai_01	Public/Scenes/MapData_1312/Scene.tmx	Public/Scenes/MapData_1312/Scene.map	16		摆脱掉那些“小尾巴”后，我迅速逃离了诺伊城，并暗暗发誓在战争结束后我还会再来，作为一个简简单单的游客……	2028	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20281|20282|20283	180	6	8	8909	UI/AtlasPrefab/guankatu01	1		1	1	1030
#2029	2-9 夜色东矿区	[fcfb00]第2章[-] 矿洞的秘密	1	1	2	8	Public/Scenes/Scene_2029/Unit.txt	Public/Scenes/Scene_2029/SceneLogic.txt	Public/Scenes/Scene_2029/Story.dsl	ShaMo_02	Public/Scenes/MapData_1311/Scene.tmx	Public/Scenes/MapData_1311/Scene.map	16		重兵把守下的东部矿区果然藏着更大的秘密，这里黑石的产量高出矿洞数倍！[\n]如果能冒险采集到一块样品，也许大法师就能帮我们识破敌人的意图！	2029	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20291|20292|20293	180	12	8	9864	UI/AtlasPrefab/guankatu01	1	202907	1	1	1030
#第三章																															
#2031	3-1 夜色矿区外	[fcfb00]第3章[-] 忠诚的证明	1	1	3	0	Public/Scenes/Scene_2031/Unit.txt	Public/Scenes/Scene_2031/SceneLogic.txt	Public/Scenes/Scene_2031/Story.dsl	ShaMo_01	Public/Scenes/MapData_1310/Scene.tmx	Public/Scenes/MapData_1310/Scene.map	16		该死！还是被异教徒发现了。相信通缉令很快就会赶在我的前面，愿奥丁神保佑我吧！	2031	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20311|20312|20313	180	6	12	10322	UI/AtlasPrefab/guankatu01	1		1	1	1040
#2032	3-2 莫里古道	[fcfb00]第3章[-] 忠诚的证明	1	1	3	1	Public/Scenes/Scene_2032/Unit.txt	Public/Scenes/Scene_2032/SceneLogic.txt	Public/Scenes/Scene_2032/Story.dsl	YeWaiFangYu_01	Public/Scenes/MapData_1027/Scene.tmx	Public/Scenes/MapData_1027/Scene.map	16		身体可以倒下，心中的斗志不能倒下，再多的障碍也无法阻止正义的奔跑，站起 来，就有希望！	2032	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20321|20322|20323	180	12	12	10930	UI/AtlasPrefab/guankatu01	1		1	1	1040
#2033	3-3 毒雾森林	[fcfb00]第3章[-] 忠诚的证明	1	1	3	2	Public/Scenes/Scene_2033/Unit.txt	Public/Scenes/Scene_2033/SceneLogic.txt	Public/Scenes/Scene_2033/Story.dsl	DuWuSenLin_02	Public/Scenes/MapData_1028/Scene.tmx	Public/Scenes/MapData_1028/Scene.map	16		有时候我甚至感谢敌人，因为战争激发了人们活着的冲动，胜利至少可以带来片刻的喜悦。	2033	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20331|20332|20333	180	6	12	11329	UI/AtlasPrefab/guankatu01	1	203306	1	1	1040
#2034	3-4 芙桑河下游	[fcfb00]第3章[-] 忠诚的证明	1	1	3	3	Public/Scenes/Scene_2034/Unit.txt	Public/Scenes/Scene_2034/SceneLogic.txt	Public/Scenes/Scene_2034/Story.dsl	ChengWai_02	Public/Scenes/MapData_1121/Scene.tmx	Public/Scenes/MapData_1121/Scene.map	16		狡猾的敌人一定是使了卑鄙的手段，不然兄弟们怎么会对我拔刀相向？我猜我有一个新身份叫叛徒？！	2034	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20341|20342|20343	180	12	12	11887	UI/AtlasPrefab/guankatu01	1		1	1	1040
#2035	3-5 芙桑村	[fcfb00]第3章[-] 忠诚的证明	1	1	3	4	Public/Scenes/Scene_2035/Unit.txt	Public/Scenes/Scene_2035/SceneLogic.txt	Public/Scenes/Scene_2035/Story.dsl	WangGuoJun_ChengZhen_01	Public/Scenes/MapData_1119/Scene.tmx	Public/Scenes/MapData_1119/Scene.map	16		似乎整支法盎冲锋队都把我拉入黑名单了，就连席列队长也不例外！我隐隐感到寒意爬上肩头，那不是害怕，而是孤独……	2035	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20351|20352|20353	180	12	12	12432	UI/AtlasPrefab/guankatu01	1		1	1	1040
#2036	3-6 芙桑河上游 	[fcfb00]第3章[-] 忠诚的证明	1	1	3	5	Public/Scenes/Scene_2036/Unit.txt	Public/Scenes/Scene_2036/SceneLogic.txt	Public/Scenes/Scene_2036/Story.dsl	ChengWai_01	Public/Scenes/MapData_1118/Scene.tmx	Public/Scenes/MapData_1118/Scene.map	16		真正的勇士，敢于直面打斗的人生，敢于正视淋漓的鲜血，坚定的信念驱动他们决不向命运屈服！	2036	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20361|20362|20363	180	12	12	12887	UI/AtlasPrefab/guankatu01	1		1	1	1040
#2037	3-7 加里营地	[fcfb00]第3章[-] 忠诚的证明	1	1	3	6	Public/Scenes/Scene_2037/Unit.txt	Public/Scenes/Scene_2037/SceneLogic.txt	Public/Scenes/Scene_2037/Story.dsl	WangGuoJun_03	Public/Scenes/MapData_1110/Scene.tmx	Public/Scenes/MapData_1110/Scene.map	16		忽伦，原本是我救命的稻草，如今却要变成压垮我的最后一根稻草？[\n]哦不，他沉郁的眉宇间，信任一如往昔！	2037	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20371|20372|20373	180	12	12	13312	UI/AtlasPrefab/guankatu01	1	203706	1	1	1040
#2038	3-8 加里城楼	[fcfb00]第3章[-] 忠诚的证明	1	1	3	7	Public/Scenes/Scene_2038/Unit.txt	Public/Scenes/Scene_2038/SceneLogic.txt	Public/Scenes/Scene_2038/Story.dsl	WangGuoJun_YingDi_02	Public/Scenes/MapData_1117/Scene.tmx	Public/Scenes/MapData_1117/Scene.map	16		打开忽伦偷塞给我的纸条，以芙萨方言写着五字密文——“萨菲勒，楼顶”。	2038	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20381|20382|20383	180	12	12	17881	UI/AtlasPrefab/guankatu01	1		1	1	1040
#2039	3-9 城楼顶端	[fcfb00]第3章[-] 忠诚的证明	1	1	3	8	Public/Scenes/Scene_2039/Unit.txt	Public/Scenes/Scene_2039/SceneLogic.txt	Public/Scenes/Scene_2039/Story.dsl	WangGuoJun_Boss_01_3	Public/Scenes/MapData_1116/Scene.tmx	Public/Scenes/MapData_1116/Scene.map	16		当萨菲勒将军看见我带来的黑石后，嘴角竟露出一丝怪异的微笑，瘆人心脾！抬头的一瞬间却是阳光满溢的笑容，他还给了我一个热情的拥抱！	2039	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20391|20392|20393	180	12	12	19099	UI/AtlasPrefab/guankatu01	1		1	1	1040
#第四章																															
#2041	4-1 暗黑矿洞一	[fcfb00]第4章[-] 魔力之石	1	1	4	0	Public/Scenes/Scene_2041/Unit.txt	Public/Scenes/Scene_2041/SceneLogic.txt	Public/Scenes/Scene_2041/Story.dsl	KuangDong_01	Public/Scenes/MapData_1210/Scene.tmx	Public/Scenes/MapData_1210/Scene.map	16		根据萨菲勒将军的指示，我秘密前往暗黑矿洞，寻找黑石，即魔力之石的矿源。抚摸着胸口崭新的军功章，原来我也可以如此重要！	2041	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20411|20412|20413	180	12	12	28217	UI/AtlasPrefab/guankatu01	1		1	1	1050
#2042	4-2 暗黑矿洞二	[fcfb00]第4章[-] 魔力之石	1	1	4	1	Public/Scenes/Scene_2042/Unit.txt	Public/Scenes/Scene_2042/SceneLogic.txt	Public/Scenes/Scene_2042/Story.dsl	KuangDong_03	Public/Scenes/MapData_1212/Scene.tmx	Public/Scenes/MapData_1212/Scene.map	16		矿道有明显的人为损毁痕迹，无法再深入探查！[\n]背后似乎有一只无形的黑手，在暗暗地操控着一切？	2042	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20421|20422|20423	180	12	12	29305	UI/AtlasPrefab/guankatu01	1		1	1	1050
#2043	4-3 月色森林	[fcfb00]第4章[-] 魔力之石	1	1	4	2	Public/Scenes/Scene_2043/Unit.txt	Public/Scenes/Scene_2043/SceneLogic.txt	Public/Scenes/Scene_2043/Story.dsl	YiZhan_Boss_02	Public/Scenes/MapData_1021/Scene.tmx	Public/Scenes/MapData_1021/Scene.map	16		暮光下，古道边，月色森林已变天；游子心，战士魂，青松绿草忆故人。	2043	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20431|20432|20433	180	18	12	30394	UI/AtlasPrefab/guankatu01	1		1	1	1050
#2044	4-4 索尔城旧址	[fcfb00]第4章[-] 魔力之石	1	1	4	3	Public/Scenes/Scene_2044/Unit.txt	Public/Scenes/Scene_2044/SceneLogic.txt	Public/Scenes/Scene_2044/Story.dsl	WangGuoJun_YingDi_03	Public/Scenes/MapData_1114/Scene.tmx	Public/Scenes/MapData_1114/Scene.map	16		能够打败我们的并不是潮水般的敌人，而是我们对生存的渴望。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                	2044	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20441|20442|20443	180	18	12	32704	UI/AtlasPrefab/guankatu01	1		1	1	1050
#2045	4-5 暗黑矿洞三	[fcfb00]第4章[-] 魔力之石	1	1	4	4	Public/Scenes/Scene_2045/Unit.txt	Public/Scenes/Scene_2045/SceneLogic.txt	Public/Scenes/Scene_2045/Story.dsl	KuangDong_02	Public/Scenes/MapData_1211/Scene.tmx	Public/Scenes/MapData_1211/Scene.map	16		果然不出我所料，那群家伙还是给自己留了一个隐蔽的入口！[\n]潜入矿洞深处，我寻找的黑色石头正静静的等待着我……	2045	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20451|20452|20453	180	18	12	33402	UI/AtlasPrefab/guankatu01	1		1	1	1050
#2046	4-6 索尔城郊外	[fcfb00]第4章[-] 魔力之石	1	1	4	5	Public/Scenes/Scene_2046/Unit.txt	Public/Scenes/Scene_2046/SceneLogic.txt	Public/Scenes/Scene_2046/Story.dsl	ChengWai_02	Public/Scenes/MapData_1121/Scene.tmx	Public/Scenes/MapData_1121/Scene.map	16		今天的忽伦，与以往大不一样，俨然一个狂躁症患者！这是怎么回事？	2046	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20461|20462|20463	180	18	12	34110	UI/AtlasPrefab/guankatu01	1		1	1	1050
#2047	4-7 索尔城	[fcfb00]第4章[-] 魔力之石	1	1	4	6	Public/Scenes/Scene_2047/Unit.txt	Public/Scenes/Scene_2047/SceneLogic.txt	Public/Scenes/Scene_2047/Story.dsl	WangGuoJun_ChengZhen_01	Public/Scenes/MapData_1119/Scene.tmx	Public/Scenes/MapData_1119/Scene.map	16		据说昨天有个长的和我一样的家伙，骗走了上次我盗来的那枚魔力之石，难怪萨菲勒将军的怒火都快把索尔城烧着了！	2047	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20471|20472|20473	180	18	12	34808	UI/AtlasPrefab/guankatu01	1		1	1	1050
