Id	Describe	ActionType	ActionParam	DisMin	DisMax	TargetHpMin	TargetHpMax	SelfHpMin	SelfHpMax	Cooldown	Weight	LastTime	CanInterrupt
200203	轻SuperCombo	4	-200204	0	3					0	0.6	3	FALSE
200204	重击	4	300406	3	5					0	0.2	3	FALSE
200205	重Combo	4	-200201|-200202	3	5					0	0.2	3	FALSE
200206	重SuperCombo	4	-200205|-200206	3	5					0	0.2	3	FALSE
200207	跑	3	0	3	6					0	1	0.5	TRUE
200208	跑	3	0	6	30					0	0.6	0.5	TRUE
200209	走	2	0	6	30					0	1	2	TRUE
200210	站立	1	0	4	6					0	0.2	1	TRUE
# 影刃双刀兵 3031													
200301	普攻	4	320301	0	3					0	0.3	3	FALSE
200302	后闪	4	320302	0	5					2	0.6	3	FALSE
200303	近Combo	4	-200301	0	3					8	0.6	5	FALSE
200304	近SuperCombo	4	-200302|-200303	0	3					8	0.6	5	FALSE
200305	走	2	0	0	3					0	1	1	TRUE
200306	徘徊	4	320308|320309	5	10					3	0.7	3	TRUE
200307	走	2	0	3	10					0	0.4	1	TRUE
200308	站立	1	0	5	10					0	0.7	1	TRUE
200309	背刺	4	320303	3	10					5	0.5	3	FALSE
200310	远Combo	4	-200304	3	10					8	0.4	5	FALSE
200311	远SuperCombo	4	-200305|-200306	3	10					8	0.4	5	FALSE
200312	跑	3	0	10	30					0	1	1	TRUE
# 影刃单刀兵 3032													
200401	普攻	4	320304	0	3					0	0.6	3	FALSE
200402	后闪	4	320305	0	5					2	0.6	3	FALSE
200403	近Combo	4	-200401	0	5					0	0.6	3	FALSE
200404	徘徊	4	320308|320309	5	10					3	0.3	3	TRUE
200405	走	2	0	3	10					0	0.3	1	TRUE
200406	站立	1	0	5	10					0	0.3	1	TRUE
200407	飞镖	4	320306	3	10					2	0.5	5	TRUE
200408	远Combo	4	-200402|-200403	3	10					5	0.4	5	TRUE
200409	跑	3	0	10	30					0	1	1	TRUE
# 托赖辟玛冰法师													
200501	逃脱	4	3204002|3204003	0	4					2	0.5	5	FALSE
200502	瞬身	4	3204004	0	10					3	0.2	5	FALSE
200503	平移	4	3204005|3204006	0	10					3	0.2	5	FALSE
200504	普攻	4	320401	0	30					0	0.2	5	FALSE
200505	技能1	4	320402	0	10					0	0.3	5	FALSE
200506	技能2	4	320403	0	10					0	0.8	5	FALSE
# 托赖辟玛火法师													
200601	逃脱	4	3204002|3204003	0	4					2	0.5	5	FALSE
200602	瞬身	4	3204004	0	10					3	0.2	5	FALSE
200603	平移	4	3204005|3204006	0	10					3	0.2	5	FALSE
200604	普攻	4	320404	0	30					0	0.2	5	FALSE
200605	技能1	4	320405	0	10					0	0.3	5	FALSE
200606	技能2	4	320406	0	10					0	0.8	5	FALSE
# 托赖辟玛召唤师													
200701	逃脱	4	3204002|3204003	0	4					2	0.5	5	FALSE
200702	瞬身	4	3204004	0	10					3	0.2	5	FALSE
200703	平移	4	3204005|3204006	0	10					3	0.2	5	FALSE
200704	普攻	4	320407	0	30					0	0.2	5	FALSE
200705	技能1	4	320408	0	10					0	0.3	5	FALSE
200706	技能2	4	320410	0	10					0	0.8	5	FALSE
# 托赖辟玛巫师													
200801	逃脱	4	3204002|3204003	0	4					2	0.5	5	FALSE
200802	瞬身	4	3204004	0	10					3	0.2	5	FALSE
200803	平移	4	3204005|3204006	0	10					3	0.2	5	FALSE
200804	普攻	4	320413	0	30					0	0.2	5	FALSE
200805	技能1	4	320414	0	10					0	0.3	5	FALSE
200806	技能2	4	320415	0	10					0	0.8	5	FALSE
##													
300001	骷髅嘲讽	5	0	2	10					5	0.6	4	TRUE
300002	骷髅发呆	1	0	4	10					5	0.2	2	TRUE
300003	骷髅远距离接近	3	0	8	100					0	0.5	5	TRUE
300004	骷髅远距离接近	2	0	8	100					5	0.5	2	TRUE
300005	骷髅近距离接近	2	0	2	6					1	0.3	2	TRUE
300006	骷髅技能	4	310202	0	8					4	0.5	2	FALSE
300007	骷髅技能	4	310201	2	8					3	0.5	2	FALSE
300010	骷髅自身buff	6	88893	0	10					180	0.2	2	FALSE
300011	骷髅嘲讽	5	0	5	12					5	0.6	4	TRUE
300012	骷髅发呆	1	0	6	12					5	0.2	2	TRUE
300013	骷髅远距离接近	3	0	12	100					0	0.4	4	TRUE
300014	骷髅远距离接近	2	0	12	100					5	0.4	2	TRUE
300015	骷髅技能	4	310203	0	4					2	0.5	2	FALSE
300016	骷髅技能	4	310204	3	15					1	0.9	2	FALSE
300020	骷髅自身buff	6	88892	0	5					180	0.2	2	FALSE
300031	激光枪兵后退	7	0	0	3					8	0.5	2	TRUE
300032	激光枪兵嘲讽	5	0	0	50					3	0.5	3	FALSE
300033	激光枪兵攻击	4	300401	0	50					3	0.9	3	FALSE
#萨菲勒													
300051	黑洞脉冲	4	380708	0	50					8	1	2	FALSE
300052	萨菲勒添加霸体	6	38070000	-1	-1	-1	-1	-1	-1	12	1	0	FALSE
300053	普攻	4	380701	0	4					1	1	2	FALSE
300054	暗影裂隙	4	380702	3	15					5	0.8	2	FALSE
300055	召唤黑洞	4	380703	5	20					12	0.7	2	FALSE
300056	破军	4	380705	0	10					12	0.6	2	FALSE
300057	牵引	4	380706	0	6					10	0.6	2	FALSE
300058	黑球	4	380707	0	15					10	0.5	2	FALSE
300059	黑球	4	380707	0	15			0	0.5	3	0.8	2	FALSE
300060	牵引+破军	4	-300003	0	8	0	0.5			10	0.8	2	FALSE
300061	牵引+黑球	4	-300004	0	6			0	0.5	10	0.8	2	FALSE
300062	黑洞+暗影裂隙	4	-300002	5	15					15	0.8	2	FALSE
300063	发呆	1				0	0.5	0.3	1	10	0.3	1	TRUE
300064	嘲讽	5				0	0.5	0.3	1	12	0.3	2	TRUE
300065	绕敌	7	90	5	8			0.4	1	3	0.3	1	TRUE
300066	走路	2		7	12			0.6	1	10	0.2	1	TRUE
300067	追敌	3		12	100					8	0.4	3	TRUE
#炎兽													
300081	冲撞	4	381001	0	20					8	0.6	2	FALSE
300082	喷火	4	381002	0	10					12	0.6	2	FALSE
300083	践踏	4	381003	0	8			0	0.6	10	0.6	2	FALSE
300084	火雨	4	381004	0	20					12	0.6	2	FALSE
300085	点燃	4	381006	0	20					12	0.6	2	FALSE
300086	发呆	1		5	12			0.5	1	8	0.8	2	TRUE
300087	连招	4	-300005	0	20					12	0.8	2	FALSE
300088	嘲讽	5		2	15			0.2	1	8	0.8	3	TRUE
300089	移动	2		8	15					20	0.5	2	TRUE
300090	追敌	3		19	100					4	1	3	TRUE
300091	绕地	7	90	6	12			0.5	1	20	0.6	2	TRUE
#骷髅将军													
300101	法阵自身技能	4	381206	0	100					1	1	1	FALSE
300102	普攻	4	381201	0	10					5	0.5	1	FALSE
300103	普攻2	4	381202	0	10					3	0.8	1	FALSE
300104	天灾打击	4	381203	0	10					5	0.6	1	FALSE
300105	法阵	4	381205	0	15					8	0.7	1	FALSE
300106	群体召唤	4	381204	0	25					8	0.8	1	FALSE
300107	追敌	2		13	25					6	0.6	4	TRUE
300108	跑步	3		24	100					3	0.8	4	TRUE
300109	嘲讽	5		6	15					12	0.8	3	TRUE
#古斯兰玛													
300501	爆气	4	381107	0	100					10	1	3	FALSE
300502	普攻	4	381101	0	20					2	1	2	FALSE
300503	火焰刀	4	381102	0	10					5	0.5	2	FALSE
300504	连招	4	-300006	0	6					15	0.6	2	FALSE
300505	火雨	4	381104	0	15					10	0.6	2	FALSE
300506	连打	4	381106	0	5					8	0.8	2	FALSE
300507	连招	4	-300007	0	8					15	0.6	2	FALSE
300508	站立	1		3	12			0.5	1	5	0.7	0.8	TRUE
300509	绕敌	7	-90	5	10					10	0.4	1.5	TRUE
300510	嘲讽	5		3	12			0.5	1	15	0.3	2	TRUE
300511	移动	2		7	20					10	0.6	2.5	TRUE
300512	追敌	3		10	100					5	1	3	TRUE
300513	变身	4	381108	0	100			0	0.3	60	1	5	FALSE
#朱洛夫													
300530	普攻	4	380401	0	3					3	0.6	2	FALSE
300531	横抡	4	380402	0	3					5	0.6	2	FALSE
300532	跳砸	4	380403	4	10					10	0.8	2	FALSE
300533	旋风	4	380404	0	8					10	0.6	2	FALSE
300534	浮空	4	380405	0	5					6	0.7	2	FALSE
300535	连招1	4	380406	0	10			0	0.7	12	0.5	2	FALSE
300536	连招2	4	380407	0	10					10	0.7	2	FALSE
300537	发呆	1		4	8			0.5	1	5	0.7	1	TRUE
300538	嘲讽	5		5	10			0.5	1	10	0.6	2	TRUE
300539	绕敌	7	-80	5	10			0.5	1	12	0.7	1	TRUE
300540	绕敌	7	-130	0	5			0.5	1	12	0.7	1	TRUE
300541	追敌	3		10	100					5	1	3	TRUE
#巨石怪													
300551	普攻	4	320601	0	13					1	1	2	FALSE
300552	普攻2	4	320602	0	13					1	0.5	2	FALSE
300553	践踏	4	320603	0	8					12	0.6	2	FALSE
300554	砸地	4	320604	0	10					12	0.4	2	FALSE
300555	发呆	1		4	8			0.4	1	4	0.6	1.5	TRUE
300556	嘲讽	5		0	12			0.2	1	20	0.8	3.5	FALSE
300557	追敌	3		12	100					3	1	4	TRUE
300558	普攻	4	320605	0	10					2	1	2	FALSE
300559	普攻2	4	320606	0	10					2	0.7	2	FALSE
300560	砸地	4	320607	0	15					10	1	2	FALSE
300561	嘲讽	5		6	12			0.2	1	20	0.8	3.5	FALSE
300562	投石	4	320609	9	15					4	1	2	FALSE
#矿工水晶													
300571	投掷	4	310301	4	10					1	1	2	FALSE
300572	发呆	1		0	8					5	0.4	1.2	TRUE
300573	嘲讽	5		0	15					10	0.6	3	TRUE
300574	绕圈	7	90	4	8					10	0.5	2	TRUE
300575	后退	7	0	0	4					4	0.8	3	TRUE
300576	追敌	3		10	100					3	0.8	3	TRUE
#沙漠虫子怪													
300601	远距离穿刺	4	320511	4	15					10	1	3	FALSE
300602	近距离穿刺	4	320512	0	4					10	0.8	3	FALSE
300603	喷吐	4	320513	2	8					10	0.6	3	FALSE
300604	随机移动	4	320515	0	12					8	0.7	3	FALSE
300605	发呆	1		0	12					6	1	2	TRUE
300606	嘲讽	5		0	12					8	0.7	3	TRUE
300607	追敌	4	320514	11	100					2	1	3	FALSE
# 紫衣女飞贼													
300621	护盾	4	430301	0	30					20	1	2	FALSE
300622	普攻	4	-240001	0	30					5	0.3	5	FALSE
300623	普攻	4	-240001	0	4					5	0.4	5	FALSE
300624	升龙	4	430102	0	4					8	0.2	5	FALSE
300625	刃旋	4	430201	0	4					8	0.2	5	FALSE
300626	普攻3连+刃旋转+升龙刃	4	-240005	6	8					15	0.4	3	FALSE
300627	旋风	4	430202	0	6					8	0.9	3	FALSE
300628	刃旋转+刃旋转+升龙刃	4	-240008	6	8					15	0.8	3	FALSE
300629	旋风	4	430202	0	30					8	1	2	FALSE
#新版朱罗夫													
300641	普攻	4	380401	0	3					2	1	2	FALSE
300642	普攻	4	-380401	0	3					5	0.6	2	FALSE
300643	横抡	4	-380402	0	3					6	0.6	2	FALSE
300644	跳砸	4	-380403	4	10					12	0.7	2	FALSE
300645	旋风	4	-380404	0	8					12	0.6	2	FALSE
300646	浮空	4	-380405	0	5					10	0.5	2	FALSE
300647	连招1	4	-380406	0	10			0	0.7	12	0.5	2	FALSE
300648	连招2	4	-380407	0	10					10	0.7	2	FALSE
300649	发呆	1		2	8			0.2	1	6	0.7	1	TRUE
300650	嘲讽	5		5	10			0.4	1	10	0.6	2	TRUE
300651	绕敌	7	-80	5	10			0.4	1	12	0.7	1	TRUE
300652	绕敌	7	-130	0	5			0.4	1	12	0.7	1	TRUE
300653	追敌	3		10	100					5	1	3	TRUE
#圣卫军长枪兵													
300671	横抡	4	320204	0	5					2	1	2	FALSE
300672	连击	4	320205	0	5					6	0.5	2	FALSE
300673	突进	4	320211	5	15					8	0.7	2	FALSE
300674	破防	4	320212	0	5					10	0.5	2	FALSE
300675	发呆	1		2	8					6	0.8	0.8	TRUE
300676	嘲讽	5		3	8					8	0.6	2	FALSE
300677	绕敌	7	90	3	8			0.4	1	10	0.6	1	TRUE
300678	追敌	3		15	100					3	1	3	TRUE
##钻地鼠人													
300691	攻击	4	300501	0	5					2	1	2	FALSE
300692	翻滚	4	300502	0	6					3	0.4	2	FALSE
300693	翻滚	4	300502	5	14					3	0.8	2	FALSE
300694	荆棘	4	300505	0	30					25	0.8	1	FALSE
300695	嘲讽	5	0	4.9	7					12	0.4	1.5	TRUE
300696	绕圈	7	90	4.9	8					12	0.4	1	TRUE
300697	站立	1	0	3	10					12	0.6	0.8	TRUE
300698	前进	3	0	10	100					2	1	3	TRUE
#圣卫军飞轮兵													
300711	横抡	4	320206	0	3					5	0.8	2	FALSE
300712	飞轮	4	320207	0	12					3	0.7	2	FALSE
300713	突进	4	320213	0	5					10	1	2	FALSE
300714	突进	4	320213	5	12					8	0.6	2	FALSE
300715	发呆	1		2	8					8	0.6	0.8	TRUE
300716	嘲讽	5		3	8					12	0.6	2	FALSE
300717	绕敌	7	90	3	8					10	0.6	1.5	FALSE
300718	追敌	3		12	100					3	1	3	TRUE
300719	逃跑	7	0	0	4					10	0.6	2	FALSE
300720	解控制	6	88889	-1	-1					10	1	0	FALSE
300721	加霸体	6	30010015	-1	-1					10	1	0	FALSE
300722	解控技能	4	320217	0	20					0	1	2	FALSE
#骨斧狼人													
300731	投掷	4	300205	0	12					3	1	2	FALSE
300732	发呆	1		4	10					8	0.8	0.8	FALSE
300733	嘲讽	5		5	10			0.5	1	12	0.6	2	TRUE
300734	绕圈	7	-90	5	8					10	0.5	2	FALSE
300735	后退	7		0	3					8	0.7	2.5	FALSE
300736	追敌	3		10	100					3	1	3	TRUE
300737	近距离攻击	4	300203	0	3					5	0.7	2	FALSE
#哥布林酋长													
300751	哥布林boss连击	4	300111	0	15					5	1	2	FALSE
300752	哥布林boss普攻	4	300112	0	15					3	0.7	2	FALSE
300753	哥布林boss震荡波	4	300113	0	12					10	0.5	2	FALSE
300754	哥布林boss震荡波	4	300113	8	15					8	1	2	FALSE
300755	哥布林boss蓄力击	4	300114	0	10					16	0.5	2	FALSE
300756	哥布林boss蓄力击	4	300114	0	4					15	1	2	FALSE
300757	哥布林boss二连击	4	300115	0	4					5	0.6	2	FALSE
300758	嘲讽	5		5	10					12	0.6	2	FALSE
300759	发呆	1		3	8					10	0.6	0.8	TRUE
300760	靠近	2		8	12					8	0.5	1.5	TRUE
300761	追敌	3		12	100					5	1	3	TRUE
#剧情关狂战士													
300771	狂战士普攻	4	380101	0	15					1	1	3	FALSE
300772	狂战士砸地	4	380111	0	10					10	0.6	3	FALSE
300773	狂战士连斩	4	380103	0	15					10	0.7	3	FALSE
300774	狂战士怒吼	4	380104	0	6					10	0.7	3	FALSE
300775	狂战士砸地	4	380111	8	15					10	1	3	FALSE
300776	狂战士发呆	1	0	3	8					8	0.6	0.5	TRUE
300777	狂战士嘲讽	5	0	3	8					12	0.6	1.5	FALSE
300778	狂战士绕敌	7	90	3	10					10	0.4	1	TRUE
300779	狂战士追敌	3	0	14	100					5	0.8	3	TRUE
300780	狂战士爆气	4	380106	0	20					15	1	3	FALSE
#人鱼王子新技能													
300791	人鱼王子潜水	4	380614	4	12					16	0.7	7	FALSE
300792	人鱼王子发呆	1	0	1	10			0.5	1	10	0.7	1	TRUE
300793	人鱼王子嘲讽	5	0	4	10			0.5	1	12	0.6	2	TRUE
300794	人鱼王子追敌	3	0	20	100					5	0.8	3	TRUE
#圣卫军飞轮伙伴													
399801	飞轮	4	381502	0	15					1	1	1	FALSE
399802	飞轮	4	381510	0	15					1	1	1	FALSE
399803	普攻	4	381501	0	3					4	1	1	FALSE
399804	发呆	1	0	3	10					4	0.7	1	FALSE
399805	多重飞轮	4	381504	0	10					8	1	1	FALSE
399806	多重飞轮	4	381512	0	10					8	1	1	FALSE
399807	反控制	4	381508	0	20					10	1	0.1	FALSE
399808	反控制	4	381516	0	20					10	1	0.1	FALSE
399809	追敌	3	0	12	100					5	1	3	TRUE
#圣卫军长矛伙伴													
399851	横抡	4	381601	0	15					1	1	2	FALSE
399852	连击	4	381602	0	15					5	0.8	2	FALSE
399853	突进	4	381603	0	15					8	0.9	2	FALSE
399854	破格挡突进	4	381605	0	15					8	0.9	2	FALSE
399855	二连击	4	381604	0	7					8	1	2	FALSE
399856	破格挡二连击	4	381606	0	7					8	1	2	FALSE
399857	追敌	3	0	12	100					5	1	3	TRUE
399858	发呆	1	0	3	7					10	0.5	0.8	FALSE
#剑盾兵伙伴ai													
399911	普攻	4	381302	0	20					1	1	2	FALSE
399912	上挑	4	381301	0	6					8	1	3	FALSE
399913	重击	4	381303	0	5					6	1	3	FALSE
399914	穿刺	4	381304	0	10					10	1	3	FALSE
399915	格挡	4	381305	0	8					10	1	3	FALSE
399916	绕敌	7	90	5	10					8	0.3	1.5	TRUE
399917	追敌	3	0	12	100					5	1	3	FALSE
399918	发呆	1	0	2	5					5	0.6	0.8	FALSE
#齿刃哥布林伙伴AI													
399931	普攻	4	381401	0	20					1	1	2	FALSE
399932	飞刃	4	381402	0	15					5	1	3	FALSE
399933	旋风	4	381403	0	8					8	1	3	FALSE
399934	怒吼	4	381406	0	5					8	1	3	FALSE
399935	跳斩	4	381405	2	15					8	1	3	FALSE
399936	绕敌	7	90	5	10					8	0.3	1.5	TRUE
399937	追敌	3	0	14	100					5	1	3	FALSE
399938	发呆	1	0	2	5					5	0.6	0.8	FALSE
#狂战士伙伴													
399951	狂战士普攻	4	380801	0	20					1	1	3	FALSE
399952	狂战士砸地	4	380802	0	20					8	0.8	3	FALSE
399953	狂战士连斩	4	380803	0	15					8	1	3	FALSE
399954	狂战士怒吼	4	380804	0	6					10	1	3	FALSE
399955	狂战士位移斩	4	380805	8	20					8	1	3	FALSE
399956	狂战士位移斩	4	380805	0	20					8	0.5	3	FALSE
399957	狂战士连招	4	-300001	10	100					5	1	3	FALSE
399958	狂战士绕敌	7	90	0	8					8	0.2	1.5	TRUE
399959	狂战士追敌	3	0	20	100					5	0.5	3	FALSE
399960	狂战士发呆	1	0	3	5					5	0.6	0.5	FALSE
#席列伙伴													
399992	解控制	6	88889	-1	-1	-1	-1	-1	-1	10	1	0	FALSE
399993	席列爆气	4	380501	0	100					40	1	2	FALSE
399994	席列逃跑	7	0	0	5					5	0.6	2	FALSE
399995	席列接近	3	0	14	100					0	1	5	TRUE
399996	席列普攻	4	380502	0	15					1	1	2	FALSE
399997	席列巨炮打击	4	380504	3	15					10	1	2	FALSE
399998	席列持续炮击	4	380506	3	15					5	0.7	2	FALSE
399999	席列霸体巨炮打击	4	380508	0	15					10	1	2	FALSE
400000	席列霸体持续炮击	4	380510	0	15					5	0.7	2	FALSE
#扩展													
400001	怪物发呆通用	1	0	0	12					10	1	1.5	FALSE
400002	怪物自身霸体	6	30010003	-1	-1					10	1	0	FALSE
